from,to,weight,type
s76,s63,2,
s4,s11,0,
s84,s70,1,
s91,s104,3,
s13,s65,3,
s34,s40,2,
s35,s5,1,
s112,s27,1,
s39,s88,1,
s33,s14,2,
s25,s77,5,
s94,s86,2,
s50,s8,0,
s11,s99,2,
s10,s31,2,
s51,s2,3,
s10,s96,0,
s14,s39,3,
s110,s60,3,
s61,s46,1,
s40,s107,0,
s26,s8,1,
s70,s50,5,
s86,s41,4,
s102,s57,4,
s65,s106,2,
s72,s89,2,
s54,s52,5,
s24,s1,2,
s18,s87,2,
s94,s66,2,
s29,s102,3,
s94,s46,3,
s106,s93,4,
s81,s19,1,
s19,s59,3,
s14,s108,1,
s112,s62,5,
s29,s27,0,
s102,s110,4,
s23,s21,4,
s85,s9,0,
s86,s54,4,
s24,s58,2,
s41,s4,5,
s78,s31,2,
s32,s36,0,
s107,s40,1,
s57,s46,4,
s55,s8,3,
s4,s84,0,
s18,s10,5,
s24,s64,1,
s45,s44,1,
s86,s95,1,
s77,s95,5,
s28,s112,5,
s46,s69,5,
s75,s43,5,
s104,s54,1,
s63,s108,5,
s40,s106,1,
s63,s38,2,
s105,s13,1,
s76,s33,4,
s36,s32,3,
s28,s36,0,
s76,s27,3,
s49,s34,5,
s6,s98,2,
s30,s46,5,
s21,s112,1,
s22,s94,1,
s92,s56,5,
s107,s96,4,
s105,s39,2,
s52,s100,4,
s103,s108,2,
s56,s39,4,
s82,s9,1,
s73,s45,2,
s50,s47,0,
s110,s28,1,
s86,s26,1,
s16,s14,1,
s37,s51,2,
s67,s24,0,
s26,s41,4,
s70,s33,2,
s77,s106,1,
s13,s77,4,
s64,s104,5,
s16,s7,3,
s84,s4,1,
s41,s70,2,
s2,s100,0,
s81,s100,2,
s63,s31,5,
s49,s51,1,
s82,s70,5,
s64,s31,4,
s16,s47,5,
s99,s12,1,
s24,s110,0,
s63,s77,4,
s98,s102,4,
s5,s105,3,
s95,s9,0,
s79,s34,4,
s20,s53,2,
s14,s83,1,
s85,s17,1,
s7,s43,5,
s59,s105,0,
s88,s49,4,
s5,s106,5,
s59,s82,2,
s16,s105,4,
s58,s106,5,
s42,s69,1,
s18,s87,5,
s58,s68,4,
s74,s107,5,
s43,s53,4,
s24,s95,0,
s32,s65,4,
s38,s13,5,
s69,s39,0,
s91,s4,0,
s70,s38,0,
s107,s78,5,
s2,s102,4,
s58,s81,1,
s42,s98,0,
s54,s1,0,
s92,s20,1,
s31,s64,0,
s36,s63,0,
s112,s11,5,
s101,s108,2,
s70,s42,0,
s47,s8,0,
s14,s84,3,
s79,s11,3,
s95,s3,2,
s63,s97,4,
s110,s32,1,
s27,s71,3,
s5,s7,1,
s40,s44,1,
s85,s96,5,
s57,s15,3,
s106,s45,3,
s79,s64,3,
s13,s17,3,
s51,s89,2,
s98,s31,4,
s89,s92,0,
s4,s39,4,
s110,s19,3,
s20,s11,2,
s70,s18,1,
s54,s63,1,
s54,s57,2,
s24,s82,3,
s16,s87,2,
s36,s87,2,
s45,s93,3,
s18,s66,1,
s61,s31,4,
s86,s20,2,
s72,s60,1,
s22,s105,2,
s53,s111,2,
s100,s71,3,
