from,to,weight,type
s524,s491,12,
s172,s802,2,
s207,s621,10,
s580,s291,1,
s934,s430,15,
s938,s388,5,
s950,s912,4,
s931,s639,12,
s297,s258,12,
s45,s878,16,
s872,s573,20,
s443,s938,14,
s873,s67,10,
s93,s824,16,
s195,s571,20,
s873,s775,14,
s479,s708,4,
s670,s182,14,
s205,s226,18,
s900,s340,13,
s993,s491,3,
s165,s118,7,
s632,s41,1,
s445,s160,20,
s894,s897,8,
s125,s496,15,
s519,s827,1,
s769,s521,8,
s321,s935,19,
s408,s241,16,
s69,s170,3,
s256,s189,20,
s64,s149,11,
s393,s821,9,
s425,s859,6,
s712,s883,2,
s569,s677,9,
s14,s344,17,
s728,s824,0,
s669,s21,16,
s241,s740,12,
s99,s720,3,
s863,s588,4,
s455,s900,0,
s113,s481,0,
s673,s714,15,
s107,s801,4,
s302,s609,18,
s615,s542,5,
s940,s151,14,
s567,s789,7,
s586,s908,6,
s525,s596,15,
s27,s698,14,
s690,s923,16,
s123,s179,12,
s353,s493,10,
s210,s560,18,
s26,s589,8,
s368,s328,5,
s202,s441,7,
s275,s707,19,
s153,s342,0,
s803,s735,7,
s122,s882,10,
s403,s340,6,
s747,s990,5,
s994,s99,9,
s990,s956,4,
s489,s892,12,
s416,s79,1,
s737,s60,7,
s742,s405,0,
s353,s390,4,
s349,s172,17,
s235,s591,1,
s458,s347,15,
s766,s180,3,
s753,s104,0,
s473,s458,5,
s330,s723,15,
s901,s307,2,
s487,s820,0,
s370,s363,9,
s49,s789,14,
s158,s452,15,
s727,s937,19,
s745,s845,2,
s695,s29,0,
s669,s746,13,
s497,s926,1,
s836,s646,0,
s265,s318,15,
s142,s162,13,
s568,s523,18,
s265,s767,19,
s927,s928,15,
s23,s267,6,
s31,s547,8,
s556,s704,12,
s200,s249,4,
s798,s188,9,
s91,s832,4,
s19,s344,13,
s516,s1000,10,
s107,s27,8,
s827,s440,0,
s180,s270,1,
s383,s341,20,
s689,s896,19,
s840,s965,0,
s829,s887,12,
s126,s436,18,
s85,s309,18,
s238,s90,3,
s489,s726,16,
s97,s953,4,
s625,s625,6,
s941,s761,6,
s731,s225,15,
s92,s718,1,
s81,s865,20,
s463,s632,20,
s211,s189,4,
s27,s120,2,
s148,s106,10,
s838,s172,3,
s198,s344,8,
s105,s81,12,
s719,s919,15,
s745,s726,18,
s683,s263,3,
s259,s895,14,
s466,s403,13,
s187,s33,17,
s704,s12,8,
s735,s154,6,
s405,s315,17,
s904,s45,2,
s347,s686,0,
s460,s699,0,
s397,s931,1,
s677,s421,9,
s382,s836,9,
s766,s912,13,
s952,s778,0,
s67,s484,10,
s819,s735,7,
s416,s964,18,
s288,s43,15,
s199,s502,3,
s373,s220,7,
s892,s548,11,
s932,s689,4,
s737,s690,0,
s967,s331,11,
s867,s309,11,
s41,s991,13,
s128,s949,11,
s782,s591,15,
s389,s762,13,
s448,s35,10,
s870,s698,4,
s810,s594,3,
s124,s98,12,
s416,s887,7,
s269,s885,16,
s107,s93,14,
s571,s567,4,
s204,s363,7,
s638,s502,19,
s687,s313,10,
s382,s617,14,
s887,s904,17,
s498,s106,4,
s280,s997,12,
s613,s690,0,
s706,s164,6,
s792,s261,9,
s275,s340,19,
s306,s211,1,
s744,s711,0,
s377,s484,6,
s516,s842,13,
s587,s811,13,
s945,s903,2,
s99,s846,11,
s365,s355,10,
s61,s537,19,
s219,s85,14,
s160,s978,19,
s318,s280,7,
s647,s383,8,
s646,s996,10,
s362,s971,6,
s47,s135,4,
s207,s55,12,
s973,s730,11,
s534,s152,13,
s280,s678,8,
s372,s651,0,
s650,s30,11,
s186,s304,12,
s275,s581,17,
s304,s148,7,
s426,s637,19,
s413,s106,3,
s360,s501,10,
s89,s637,0,
s256,s394,1,
s265,s10,13,
s542,s656,2,
s947,s217,14,
s933,s377,17,
s855,s551,10,
s571,s942,12,
s37,s983,10,
s916,s351,11,
s784,s329,11,
s657,s729,2,
s574,s590,9,
s867,s40,2,
s84,s759,6,
s945,s54,11,
s138,s212,13,
s509,s597,2,
s425,s230,19,
s292,s689,3,
s71,s625,18,
s797,s881,9,
s377,s54,14,
s916,s44,4,
s70,s73,1,
s188,s9,4,
s552,s46,4,
s930,s28,7,
s223,s375,6,
s611,s997,0,
s136,s167,11,
s993,s520,3,
s308,s198,2,
s52,s22,8,
s244,s926,10,
s176,s167,14,
s472,s674,6,
s530,s492,0,
s182,s50,13,
s270,s157,18,
s309,s835,12,
s865,s787,10,
s581,s534,1,
s999,s753,16,
s321,s170,18,
s487,s508,16,
s103,s480,1,
s299,s302,2,
s732,s836,16,
s777,s915,10,
s470,s719,19,
s822,s917,3,
s720,s500,17,
s747,s849,13,
s810,s891,4,
s146,s203,10,
s164,s934,18,
s71,s942,20,
s459,s821,15,
s129,s100,16,
s725,s159,12,
s846,s772,17,
s305,s959,15,
s567,s716,3,
s675,s33,13,
s835,s644,15,
s387,s414,8,
s629,s637,4,
s141,s58,12,
s596,s502,17,
s488,s987,4,
s49,s778,18,
s241,s620,2,
s220,s450,14,
s838,s177,18,
s394,s96,17,
s435,s432,13,
s571,s628,12,
s589,s921,18,
s816,s372,20,
s936,s348,11,
s271,s377,18,
s646,s497,6,
s528,s973,7,
s503,s341,10,
s331,s116,2,
s717,s498,8,
s230,s158,11,
s940,s958,18,
s749,s484,16,
s800,s736,14,
s476,s632,20,
s313,s623,3,
s702,s557,6,
s803,s636,8,
s799,s355,13,
s418,s817,18,
s625,s640,2,
s562,s85,12,
s833,s431,17,
s741,s118,13,
s302,s282,7,
s131,s93,5,
s297,s363,19,
s19,s6,6,
s840,s477,2,
s430,s976,15,
s343,s424,8,
s111,s844,3,
s250,s694,12,
s594,s886,2,
s845,s787,8,
s17,s312,15,
s169,s387,4,
s52,s241,9,
s328,s886,11,
s311,s871,14,
s490,s983,17,
s718,s361,1,
s957,s483,2,
s608,s317,10,
s915,s613,14,
s850,s460,10,
s6,s268,2,
s205,s675,3,
s111,s909,17,
s371,s324,14,
s900,s521,16,
s189,s44,18,
s603,s55,12,
s815,s728,1,
s631,s727,18,
s204,s537,16,
s973,s683,9,
s730,s292,6,
s865,s506,12,
s561,s789,13,
s851,s634,12,
s938,s124,1,
s114,s743,0,
s345,s811,4,
s697,s92,15,
s266,s43,0,
s813,s512,14,
s813,s100,16,
s44,s102,7,
s229,s282,9,
s464,s733,12,
s452,s998,13,
s556,s990,17,
s226,s331,7,
s705,s707,14,
s277,s63,2,
s238,s485,14,
s711,s669,20,
s628,s629,9,
s365,s399,18,
s270,s865,10,
s947,s682,12,
s410,s164,3,
s32,s316,3,
s475,s517,5,
s156,s251,20,
s252,s907,4,
s854,s767,4,
s260,s751,7,
s729,s212,19,
s574,s243,8,
s485,s484,12,
s776,s52,12,
s317,s547,11,
s719,s936,11,
s254,s832,15,
s659,s595,17,
s961,s404,6,
s572,s399,4,
s30,s68,16,
s933,s645,7,
s221,s121,4,
s37,s549,3,
s115,s670,20,
s956,s893,4,
s515,s764,12,
s336,s981,4,
s608,s895,10,
s984,s80,10,
s864,s334,10,
s987,s237,5,
s901,s183,7,
s783,s75,12,
s689,s497,9,
s293,s173,1,
s231,s478,16,
s214,s701,20,
s261,s73,3,
s628,s534,17,
s761,s612,5,
s464,s392,15,
s60,s497,19,
s738,s251,12,
s532,s921,4,
s891,s216,10,
s60,s833,14,
s273,s439,8,
s449,s207,1,
s637,s647,9,
s540,s990,16,
s671,s147,5,
s666,s99,7,
s270,s588,0,
s968,s65,0,
s483,s394,10,
s151,s332,7,
s742,s688,8,
s767,s616,0,
s798,s75,10,
s347,s186,10,
s879,s547,12,
s204,s619,1,
s701,s18,3,
s258,s592,20,
s277,s664,15,
s383,s311,16,
s938,s435,13,
s582,s181,11,
s209,s19,13,
s344,s494,9,
s627,s44,14,
s366,s237,11,
s508,s907,9,
s384,s463,16,
s635,s94,4,
s354,s838,7,
s304,s673,13,
s683,s105,17,
s302,s288,17,
s423,s277,2,
s787,s108,2,
s782,s539,6,
s561,s505,7,
s675,s694,9,
s460,s632,7,
s737,s807,10,
s406,s96,16,
s157,s651,16,
s455,s186,3,
s49,s492,8,
s797,s346,3,
s627,s100,16,
s533,s642,18,
s397,s857,16,
s734,s254,0,
s856,s285,18,
s500,s700,9,
s3,s527,6,
s532,s480,5,
s376,s863,20,
s374,s371,4,
s983,s567,15,
s205,s89,14,
s691,s965,18,
s301,s788,0,
s671,s611,5,
s692,s920,8,
s379,s359,6,
s827,s932,16,
s238,s824,14,
s128,s480,14,
s155,s428,17,
s744,s462,3,
s987,s872,20,
s454,s109,6,
s870,s961,10,
s956,s972,17,
s957,s254,15,
s993,s851,4,
s928,s551,18,
s867,s417,13,
s397,s170,6,
s251,s301,10,
s12,s505,17,
s720,s512,18,
s144,s76,5,
s548,s247,2,
s633,s19,10,
s538,s275,16,
s472,s740,16,
s696,s761,3,
s275,s934,12,
s219,s546,15,
s318,s1000,0,
s581,s641,15,
s347,s985,0,
s47,s207,16,
s719,s127,3,
s322,s76,3,
s883,s658,4,
s816,s732,12,
s136,s930,6,
s916,s337,20,
s82,s66,18,
s192,s313,20,
s159,s425,14,
s338,s730,16,
s607,s504,10,
s80,s685,11,
s607,s763,1,
s857,s912,19,
s988,s220,0,
s765,s671,4,
s599,s679,1,
s443,s753,4,
s770,s684,19,
s443,s169,7,
s480,s775,17,
s673,s656,10,
s100,s172,9,
s504,s961,7,
s234,s556,10,
s672,s418,14,
s185,s439,20,
s330,s612,17,
s666,s44,2,
s96,s697,19,
s179,s195,14,
s701,s296,9,
s59,s248,11,
s960,s655,19,
s486,s193,15,
s100,s557,16,
s774,s394,15,
s685,s561,5,
s767,s403,12,
s872,s401,5,
s670,s955,15,
s882,s461,16,
s458,s494,12,
s846,s206,7,
s660,s625,10,
s274,s369,16,
s422,s959,19,
s266,s394,15,
s484,s383,1,
s609,s58,0,
s560,s603,5,
s201,s417,3,
s547,s903,19,
s18,s430,12,
s170,s6,18,
s125,s282,8,
s670,s378,15,
s890,s366,15,
s384,s574,17,
s465,s140,14,
s495,s936,16,
s570,s388,2,
s70,s73,15,
s267,s707,7,
s39,s610,7,
s82,s717,5,
s152,s850,1,
s225,s284,11,
s763,s340,9,
s737,s283,4,
s102,s25,20,
s571,s258,16,
s804,s600,7,
s201,s953,15,
s859,s952,7,
s328,s308,6,
s24,s901,0,
s440,s972,1,
s17,s467,18,
s109,s956,20,
s686,s486,6,
s882,s51,4,
s868,s152,0,
s592,s61,12,
s66,s503,3,
s299,s419,19,
s977,s21,2,
s434,s449,19,
s198,s690,7,
s81,s234,1,
s234,s783,6,
s706,s718,6,
s65,s967,1,
s102,s805,1,
s616,s750,14,
s54,s204,8,
s711,s345,20,
s388,s89,1,
s725,s294,18,
s500,s788,4,
s484,s461,16,
s754,s379,9,
s564,s770,1,
s967,s327,4,
s78,s821,18,
s219,s188,2,
s557,s618,15,
s332,s634,16,
s646,s323,3,
s534,s500,14,
s658,s268,3,
s187,s962,2,
s499,s496,6,
s121,s721,3,
s257,s415,15,
s451,s681,12,
s164,s196,5,
s607,s933,10,
s5,s3,17,
s846,s60,15,
s232,s960,13,
s362,s970,5,
s556,s309,11,
s875,s759,12,
s539,s238,14,
s786,s66,9,
s486,s151,13,
s362,s351,17,
s295,s97,12,
s243,s88,19,
s560,s180,4,
s409,s322,10,
s837,s352,8,
s853,s269,15,
s180,s73,2,
s797,s486,1,
s495,s511,19,
s21,s167,14,
s38,s848,9,
s260,s620,14,
s195,s558,10,
s394,s821,7,
s28,s927,14,
s351,s568,0,
s382,s586,11,
s642,s168,9,
s146,s510,12,
s149,s576,4,
s243,s217,13,
s996,s974,9,
s896,s758,0,
s970,s629,20,
s406,s864,7,
s983,s297,7,
s890,s565,15,
s710,s890,20,
s354,s672,19,
s744,s199,14,
s124,s302,5,
s314,s119,7,
s171,s911,12,
s522,s685,15,
s694,s271,13,
s948,s681,9,
s201,s202,4,
s70,s29,8,
s666,s443,18,
s723,s617,19,
s634,s752,2,
s130,s329,17,
s689,s694,9,
s686,s199,11,
s235,s882,15,
s990,s451,4,
s324,s695,4,
s918,s218,3,
s963,s542,13,
s482,s115,17,
s693,s439,15,
s620,s222,19,
s980,s531,3,
s548,s772,1,
s945,s577,13,
s877,s458,16,
s830,s413,13,
s286,s84,7,
s816,s475,20,
s305,s179,18,
s354,s546,9,
s789,s270,11,
s492,s338,3,
s50,s650,7,
s784,s333,0,
s901,s429,14,
s460,s578,18,
s506,s493,19,
s709,s231,11,
s144,s935,13,
s275,s538,10,
s37,s886,6,
s565,s813,11,
s798,s468,4,
s833,s655,6,
s957,s310,13,
s753,s100,0,
s927,s442,9,
s981,s544,1,
s988,s972,15,
s942,s97,2,
s316,s839,6,
s612,s584,7,
s531,s415,14,
s954,s21,8,
s820,s586,10,
s657,s872,12,
s921,s853,20,
s203,s941,18,
s26,s318,5,
s762,s467,13,
s551,s463,12,
s998,s223,3,
s757,s636,16,
s980,s500,18,
s304,s282,6,
s905,s912,13,
s184,s812,12,
s284,s386,17,
s717,s707,12,
s77,s298,11,
s929,s80,19,
s699,s780,1,
s702,s583,11,
s348,s307,15,
s741,s253,11,
s731,s208,2,
s964,s902,8,
s298,s56,13,
s688,s183,1,
s131,s502,11,
s460,s786,18,
s3,s200,15,
s564,s520,6,
s868,s147,13,
s950,s817,1,
s394,s236,3,
s528,s916,5,
s598,s608,10,
s10,s331,3,
s842,s875,16,
s552,s700,7,
s460,s552,20,
s355,s41,5,
s523,s868,19,
s347,s430,20,
s232,s137,20,
s869,s36,8,
s402,s741,1,
s552,s149,1,
s291,s619,13,
s938,s87,18,
s45,s616,6,
s19,s11,2,
s204,s381,0,
s83,s449,8,
s249,s708,7,
s532,s736,7,
s388,s173,5,
s657,s554,17,
s706,s969,4,
s607,s821,7,
s707,s910,14,
s274,s384,9,
s703,s365,8,
s798,s193,6,
s361,s940,19,
s105,s181,19,
s336,s323,18,
s435,s935,2,
s140,s300,5,
s925,s824,11,
s741,s595,9,
s707,s730,15,
s114,s352,0,
s411,s534,19,
s228,s364,18,
s221,s519,4,
s731,s574,12,
s279,s308,15,
s887,s854,0,
s440,s558,14,
s733,s632,6,
s326,s371,11,
s968,s572,0,
s731,s148,14,
s308,s975,15,
s167,s272,14,
s313,s342,20,
s326,s616,10,
s102,s746,13,
s951,s126,5,
s436,s899,4,
s766,s599,0,
s216,s571,17,
s587,s377,1,
s237,s918,4,
s631,s183,0,
s15,s721,7,
s335,s993,13,
s711,s815,6,
s898,s965,3,
s822,s112,15,
s758,s160,10,
s434,s618,1,
s231,s468,14,
s639,s149,6,
s322,s161,17,
s774,s100,5,
s429,s59,12,
s129,s390,7,
s314,s127,14,
s700,s625,6,
s508,s680,10,
s278,s351,20,
s715,s981,8,
s130,s546,14,
s468,s223,17,
s199,s496,18,
s479,s536,3,
s345,s652,10,
s359,s690,7,
s166,s722,9,
s738,s143,2,
s725,s980,12,
s610,s171,9,
s646,s993,20,
s339,s443,6,
s480,s69,18,
s610,s189,8,
s90,s324,12,
s30,s136,6,
s908,s11,2,
s17,s132,6,
s104,s169,15,
s368,s847,18,
s643,s450,0,
s296,s85,9,
s433,s708,13,
s452,s14,19,
s789,s960,8,
s936,s110,14,
s975,s158,20,
s121,s271,18,
s941,s192,13,
s241,s626,20,
s666,s826,20,
s55,s793,0,
s561,s712,11,
s436,s144,17,
s120,s347,15,
s22,s661,3,
s780,s713,0,
s780,s753,17,
s432,s35,14,
s646,s624,4,
s9,s533,8,
s151,s117,13,
s266,s765,5,
s885,s689,2,
s798,s479,16,
s595,s449,15,
s206,s242,17,
s569,s319,10,
s499,s748,7,
s332,s223,8,
s23,s553,18,
s183,s353,19,
s622,s296,4,
s427,s850,6,
s562,s248,4,
s77,s922,7,
s653,s50,7,
s217,s900,1,
s424,s9,5,
s657,s896,8,
s319,s225,10,
s818,s950,20,
s93,s142,2,
s100,s458,19,
s47,s119,6,
s981,s827,17,
s731,s413,17,
s729,s867,1,
s382,s683,5,
s544,s154,1,
s24,s239,12,
s134,s637,19,
s979,s373,2,
s696,s791,15,
s144,s666,9,
s133,s614,18,
s642,s713,4,
s551,s197,18,
s575,s759,2,
s492,s833,15,
s439,s118,13,
s831,s666,13,
s998,s750,14,
s312,s114,3,
s750,s968,11,
s555,s550,5,
s672,s999,13,
s904,s489,13,
s537,s417,19,
s670,s561,9,
s705,s475,1,
s958,s320,11,
s805,s438,9,
s323,s89,0,
s739,s855,20,
s904,s444,7,
s232,s550,15,
s340,s973,8,
s725,s960,16,
s475,s221,19,
s827,s708,6,
s591,s225,13,
s682,s498,0,
s624,s427,6,
s376,s405,5,
s587,s734,14,
s506,s620,0,
s744,s783,9,
s345,s62,12,
s352,s909,20,
s944,s711,9,
s731,s66,15,
s789,s740,13,
s149,s553,3,
s433,s252,3,
s887,s93,10,
s351,s350,5,
s628,s478,1,
s69,s611,17,
s843,s597,3,
s158,s543,16,
s393,s698,9,
s324,s512,15,
s266,s122,3,
s570,s93,19,
s392,s358,6,
s783,s848,2,
s325,s972,6,
s42,s630,10,
s717,s289,4,
s249,s602,19,
s9,s961,13,
s815,s202,6,
s493,s585,12,
s841,s986,13,
s975,s966,11,
s540,s644,15,
s282,s759,14,
s878,s439,2,
s130,s32,11,
s333,s729,18,
s308,s550,5,
s415,s565,9,
s306,s703,1,
s961,s818,13,
s548,s296,13,
s341,s845,9,
s887,s776,18,
s774,s774,4,
s483,s838,10,
s934,s281,6,
s897,s276,13,
s7,s249,13,
s655,s425,17,
s976,s980,12,
s644,s946,10,
s748,s584,18,
s678,s642,17,
s31,s303,17,
s225,s909,4,
s703,s198,17,
s355,s659,13,
s460,s335,3,
s150,s402,6,
s607,s40,19,
s439,s271,8,
s347,s425,6,
s55,s489,10,
s458,s467,8,
s570,s133,7,
s1000,s296,9,
s926,s925,12,
s964,s328,11,
s271,s892,0,
s6,s942,17,
s549,s323,10,
s374,s46,19,
s206,s980,4,
s885,s407,15,
s141,s765,8,
s205,s133,10,
s378,s841,14,
s951,s901,15,
s958,s970,7,
s185,s618,12,
s564,s820,16,
s423,s532,13,
s894,s675,1,
s751,s917,18,
s104,s833,11,
s501,s22,20,
s86,s435,5,
s931,s872,15,
s948,s279,20,
s417,s225,8,
s143,s307,20,
s253,s122,15,
s224,s567,14,
s658,s237,19,
s236,s992,4,
s631,s177,3,
s126,s260,10,
s635,s338,9,
s41,s322,0,
s776,s381,1,
s587,s843,15,
s227,s526,12,
s680,s451,5,
s457,s809,17,
s351,s583,18,
s302,s445,16,
s44,s410,10,
s994,s773,13,
s448,s228,4,
s948,s322,12,
s726,s634,10,
s952,s78,11,
s475,s206,8,
s309,s27,8,
s156,s659,13,
s5,s551,12,
s458,s238,19,
s630,s818,19,
s322,s795,16,
s420,s448,8,
s850,s217,17,
s220,s646,12,
s632,s313,20,
s495,s395,18,
s284,s237,10,
s932,s695,5,
s346,s528,16,
s911,s968,16,
s492,s160,20,
s755,s89,3,
s918,s323,13,
s591,s198,1,
s646,s846,16,
s504,s473,0,
s672,s834,9,
s182,s841,19,
s229,s663,0,
s907,s796,13,
s513,s625,20,
s776,s75,3,
s806,s347,16,
s945,s22,5,
s117,s888,0,
s695,s754,19,
s666,s612,2,
s670,s230,9,
s579,s844,13,
s843,s73,6,
s145,s574,5,
s607,s606,18,
s895,s872,0,
s948,s931,13,
s58,s645,3,
s378,s153,4,
s140,s864,11,
s648,s465,13,
s495,s52,11,
s891,s342,16,
s309,s700,14,
s381,s788,10,
s342,s165,15,
s501,s698,14,
s338,s28,8,
s564,s342,2,
s75,s530,4,
s562,s731,6,
s999,s581,5,
s760,s650,19,
s26,s495,17,
s961,s591,2,
s767,s559,16,
s851,s995,17,
s578,s970,5,
s930,s451,3,
s207,s585,6,
s267,s322,15,
s627,s528,11,
s943,s327,19,
s247,s835,18,
s918,s433,17,
s848,s573,8,
s202,s560,16,
s851,s967,13,
s983,s492,0,
s215,s552,0,
s118,s206,5,
s639,s685,9,
s212,s199,18,
s550,s904,3,
s92,s181,20,
s761,s256,11,
s398,s210,3,
s49,s751,12,
s148,s152,17,
s136,s841,13,
s916,s529,15,
s719,s2,13,
s901,s335,6,
s850,s639,14,
s636,s671,10,
s995,s731,13,
s378,s562,4,
s531,s456,19,
s847,s50,11,
s822,s4,15,
s394,s198,2,
s16,s544,4,
s680,s897,17,
s683,s727,13,
s268,s620,16,
s651,s396,5,
s953,s626,15,
s595,s286,0,
s684,s730,17,
s585,s227,15,
s314,s720,8,
s863,s476,10,
s933,s186,5,
s342,s466,14,
s879,s457,14,
s860,s735,6,
s51,s999,8,
s722,s937,16,
s77,s590,14,
s609,s771,0,
s221,s159,12,
s93,s957,9,
s841,s474,14,
s973,s524,19,
s389,s674,19,
s757,s964,3,
s358,s149,3,
s292,s815,6,
s301,s673,15,
s712,s136,3,
s224,s82,1,
s897,s125,14,
s471,s850,12,
s68,s242,4,
s114,s668,7,
s581,s30,1,
s415,s145,12,
s307,s579,9,
s248,s664,14,
s678,s838,6,
s337,s857,9,
s189,s41,8,
s761,s795,2,
s532,s559,10,
s770,s896,14,
s101,s19,20,
s445,s747,3,
s981,s339,1,
s988,s537,11,
s60,s234,0,
s592,s59,6,
s674,s708,19,
s667,s883,3,
s404,s326,20,
s152,s407,4,
s601,s529,14,
s606,s376,11,
s36,s737,18,
s617,s159,3,
s897,s671,11,
s804,s737,14,
s371,s659,3,
s530,s657,2,
s12,s603,15,
s603,s597,16,
s960,s722,20,
s100,s558,4,
s759,s72,19,
s759,s112,9,
s213,s836,11,
s295,s406,20,
s198,s449,10,
s357,s817,18,
s186,s436,19,
s976,s656,11,
s379,s892,0,
s457,s716,11,
s791,s254,20,
s179,s241,14,
s270,s584,0,
s971,s199,17,
s828,s72,2,
s505,s765,7,
s951,s262,15,
s754,s105,12,
s786,s678,16,
s174,s587,9,
s615,s384,19,
s780,s869,7,
s116,s729,8,
s466,s642,0,
s69,s280,2,
s115,s356,5,
s239,s29,5,
s386,s417,0,
s5,s800,6,
s636,s177,12,
s478,s868,4,
s666,s340,10,
s523,s953,4,
s229,s583,4,
s906,s35,1,
s850,s786,20,
s126,s682,8,
s3,s309,9,
s470,s384,10,
s82,s635,3,
s552,s199,5,
s719,s411,6,
s321,s838,10,
s795,s847,14,
s706,s804,9,
s436,s485,10,
s348,s974,2,
s380,s577,2,
s653,s381,11,
s47,s180,3,
s922,s35,5,
s478,s250,9,
s172,s483,14,
s699,s916,14,
s95,s200,4,
s348,s465,5,
s773,s45,5,
s86,s265,13,
s401,s137,12,
s387,s56,3,
s823,s816,0,
s676,s347,16,
s195,s789,18,
s786,s722,0,
s150,s957,10,
s911,s9,6,
s968,s588,20,
s637,s487,12,
s218,s374,6,
s129,s907,18,
s964,s762,18,
s588,s305,11,
s967,s692,14,
s71,s656,10,
s254,s743,15,
s891,s329,10,
s949,s521,6,
s403,s206,14,
s809,s504,14,
s374,s91,8,
s776,s29,14,
s917,s720,15,
s321,s687,6,
s396,s40,13,
s234,s143,8,
s806,s418,6,
s770,s763,20,
s309,s201,15,
s581,s106,8,
s58,s113,2,
s469,s269,9,
s865,s80,18,
s982,s513,6,
s728,s383,12,
s667,s968,2,
s358,s994,3,
s884,s208,10,
s609,s602,9,
s475,s427,16,
s693,s905,7,
s855,s137,16,
s666,s677,20,
s320,s381,16,
s730,s862,6,
s947,s16,5,
s366,s223,13,
s299,s604,4,
s926,s611,12,
s212,s371,9,
s252,s127,17,
s663,s379,0,
s987,s118,18,
s444,s866,20,
s193,s242,11,
s387,s191,4,
s740,s977,0,
s776,s671,20,
s515,s891,12,
s722,s366,19,
s71,s174,5,
s65,s107,7,
s626,s586,1,
s102,s860,19,
s328,s191,17,
s575,s965,9,
s453,s816,13,
s938,s122,14,
s442,s955,20,
s865,s806,3,
s526,s279,0,
s830,s667,18,
s933,s436,1,
s391,s950,16,
s137,s592,1,
s174,s749,3,
s423,s245,2,
s385,s621,13,
s975,s572,9,
s707,s483,7,
s16,s721,12,
s121,s528,16,
s474,s740,18,
s843,s611,19,
s375,s703,10,
s180,s849,8,
s174,s956,4,
s843,s895,4,
s114,s265,15,
s759,s800,15,
s868,s859,7,
s625,s836,20,
s774,s331,11,
s205,s300,12,
s323,s207,5,
s248,s337,0,
s164,s103,8,
s245,s952,19,
s101,s564,7,
s525,s934,13,
s916,s511,12,
s16,s844,0,
s810,s835,9,
s318,s546,13,
s825,s876,4,
s832,s458,8,
s371,s567,2,
s770,s71,11,
s664,s499,12,
s413,s737,1,
s455,s60,19,
s539,s30,14,
s334,s735,17,
s586,s666,10,
s171,s705,2,
s119,s266,5,
s301,s969,17,
s966,s332,18,
s600,s700,2,
s965,s587,0,
s195,s932,5,
s293,s134,7,
s846,s38,4,
s925,s769,14,
s863,s332,6,
s228,s233,5,
s328,s948,3,
s968,s569,11,
s265,s390,9,
s772,s288,19,
s764,s805,18,
s478,s32,12,
s430,s250,3,
s30,s253,19,
s433,s530,18,
s622,s154,19,
s581,s613,0,
s790,s873,15,
s757,s808,14,
s568,s327,7,
s592,s235,16,
s299,s135,0,
s144,s257,15,
