from,to,weight,type
s473,s226,0,
s203,s170,18,
s206,s86,3,
s27,s143,5,
s148,s433,5,
s149,s265,6,
s184,s49,9,
s346,s344,4,
s482,s394,0,
s309,s30,19,
s135,s413,8,
s373,s96,12,
s197,s474,19,
s41,s295,20,
s153,s298,16,
s432,s174,19,
s122,s417,10,
s140,s51,1,
s337,s347,17,
s131,s287,0,
s345,s97,0,
s225,s165,10,
s343,s250,5,
s365,s219,2,
s97,s417,17,
s104,s16,19,
s289,s3,4,
s366,s166,10,
s454,s48,8,
s290,s132,10,
s360,s270,11,
s38,s433,3,
s64,s379,5,
s107,s476,6,
s235,s55,9,
s452,s419,17,
s97,s91,10,
s136,s141,8,
s127,s123,5,
s201,s243,9,
s323,s181,5,
s7,s174,6,
s349,s104,1,
s210,s176,15,
s244,s244,11,
s6,s307,6,
s284,s402,16,
s166,s197,12,
s438,s500,0,
s31,s211,13,
s407,s222,5,
s282,s67,16,
s323,s157,2,
s54,s92,4,
s343,s101,11,
s292,s304,12,
s298,s175,13,
s202,s21,15,
s454,s285,6,
s338,s294,13,
s293,s478,16,
s175,s442,20,
s393,s432,2,
s124,s93,13,
s228,s107,11,
s365,s389,16,
s264,s61,3,
s168,s106,7,
s319,s208,17,
s29,s277,0,
s157,s177,18,
s378,s381,14,
s64,s457,18,
s173,s28,15,
s333,s460,13,
s293,s110,13,
s370,s184,19,
s145,s294,2,
s398,s333,4,
s327,s44,17,
s349,s119,13,
s414,s456,10,
s443,s4,15,
s179,s19,12,
s368,s199,20,
s459,s243,5,
s370,s36,15,
s149,s21,17,
s194,s240,5,
s363,s303,12,
s21,s42,6,
s447,s357,3,
s58,s360,9,
s87,s101,4,
s95,s18,12,
s231,s371,8,
s289,s472,4,
s220,s221,13,
s325,s458,2,
s31,s483,6,
s241,s317,3,
s270,s459,20,
s198,s82,1,
s26,s396,11,
s48,s6,12,
s463,s201,3,
s313,s380,1,
s370,s181,4,
s492,s231,18,
s470,s302,11,
s135,s373,19,
s176,s409,5,
s68,s350,3,
s296,s95,9,
s320,s5,1,
s80,s496,17,
s11,s126,4,
s458,s340,19,
s57,s486,10,
s52,s182,0,
s271,s296,19,
s318,s330,19,
s440,s221,20,
s387,s211,0,
s340,s378,9,
s476,s291,12,
s425,s268,17,
s20,s432,8,
s124,s408,7,
s488,s238,9,
s266,s144,13,
s14,s162,15,
s424,s438,2,
s161,s105,3,
s102,s438,0,
s400,s270,4,
s41,s268,20,
s133,s149,11,
s3,s106,11,
s17,s117,13,
s309,s184,14,
s161,s453,8,
s378,s436,14,
s216,s434,4,
s57,s498,17,
s185,s476,14,
s384,s31,18,
s166,s165,15,
s53,s303,1,
s9,s498,13,
s150,s244,14,
s58,s267,6,
s23,s387,5,
s427,s81,18,
s344,s168,1,
s272,s248,9,
s68,s109,14,
s296,s133,9,
s192,s331,3,
s115,s225,8,
s411,s393,18,
s389,s138,1,
s279,s304,15,
s119,s48,5,
s400,s262,6,
s223,s90,18,
s202,s21,8,
s109,s433,11,
s91,s459,16,
s248,s239,5,
s264,s360,18,
s98,s107,2,
s258,s472,2,
s29,s30,11,
s495,s57,0,
s332,s500,11,
s122,s125,12,
s430,s366,3,
s81,s472,20,
s6,s283,13,
s429,s281,6,
s197,s65,7,
s40,s56,17,
s223,s368,4,
s481,s453,16,
s226,s441,3,
s225,s437,4,
s16,s441,16,
s377,s5,6,
s248,s8,17,
s239,s166,3,
s103,s220,10,
s252,s113,2,
s396,s489,3,
s464,s245,2,
s476,s204,16,
s372,s257,3,
s160,s322,12,
s270,s12,14,
s340,s386,17,
s188,s95,6,
s195,s52,4,
s444,s243,1,
s173,s154,19,
s439,s222,5,
s100,s82,11,
s239,s429,14,
s76,s351,2,
s206,s280,3,
s274,s206,15,
s148,s373,5,
s358,s440,10,
s344,s353,10,
s37,s121,17,
s416,s188,7,
s110,s168,13,
s232,s410,5,
s131,s486,16,
s24,s301,6,
s101,s202,13,
s104,s13,18,
s231,s11,17,
s266,s369,13,
s164,s122,17,
s342,s155,19,
s84,s268,5,
s49,s225,4,
s331,s399,8,
s341,s332,12,
s155,s321,20,
s361,s250,11,
s499,s85,20,
s461,s368,2,
s446,s15,9,
s163,s419,11,
s14,s155,5,
s160,s483,5,
s400,s15,12,
s69,s383,20,
s115,s335,16,
s192,s499,20,
s449,s128,2,
s57,s10,1,
s48,s99,10,
s78,s138,18,
s391,s350,2,
s269,s147,0,
s476,s229,8,
s147,s26,11,
s235,s104,3,
s262,s247,12,
s153,s273,3,
s389,s341,3,
s31,s438,11,
s314,s240,16,
s284,s239,2,
s329,s75,6,
s353,s71,10,
s145,s114,14,
s409,s240,5,
s383,s363,5,
s377,s115,18,
s363,s103,9,
s62,s314,20,
s459,s350,11,
s293,s350,13,
s85,s444,20,
s273,s369,20,
s404,s362,15,
s370,s182,3,
s413,s207,19,
s261,s452,3,
s159,s190,12,
s371,s143,1,
s236,s387,3,
s114,s334,18,
s227,s237,8,
s333,s76,19,
s455,s118,16,
s232,s157,17,
s279,s266,3,
s385,s270,10,
s390,s337,0,
s34,s125,14,
s216,s63,17,
s182,s273,14,
s102,s364,6,
s384,s83,14,
s433,s60,7,
s116,s118,9,
s478,s109,5,
s135,s451,5,
s353,s485,11,
s479,s385,14,
s77,s180,12,
s118,s109,9,
s353,s238,2,
s69,s107,10,
s38,s221,6,
s406,s352,10,
s432,s428,11,
s93,s148,18,
s484,s321,13,
s343,s86,2,
s292,s110,16,
s449,s212,2,
s329,s411,19,
s386,s369,0,
s322,s269,19,
s484,s172,17,
s263,s411,17,
s347,s50,10,
s269,s484,6,
s378,s136,16,
s483,s385,15,
s298,s75,19,
s360,s288,4,
s309,s408,14,
s255,s248,13,
s179,s409,7,
s282,s200,0,
s36,s484,7,
s422,s374,14,
s307,s93,0,
s248,s363,14,
s190,s345,18,
s462,s96,6,
s159,s146,15,
s107,s86,10,
s249,s222,1,
s474,s395,16,
s453,s305,7,
s63,s396,1,
s331,s256,5,
s361,s378,8,
s304,s417,0,
s356,s273,10,
s418,s126,4,
s432,s487,8,
s366,s232,7,
s419,s387,14,
s408,s129,3,
s496,s181,8,
s284,s206,17,
s326,s149,11,
s25,s500,18,
s245,s172,9,
s331,s241,12,
s217,s350,9,
s52,s327,18,
s140,s160,13,
s422,s63,2,
s365,s406,13,
s441,s162,18,
s482,s485,10,
s295,s105,20,
s136,s348,11,
s417,s329,19,
s46,s87,12,
s460,s329,17,
s361,s51,20,
s429,s164,2,
s312,s74,17,
s74,s471,13,
s114,s99,17,
s486,s346,19,
s485,s332,18,
s318,s220,5,
s416,s276,11,
s402,s163,18,
s129,s215,7,
s416,s84,18,
s328,s211,17,
s152,s411,2,
s103,s240,5,
s212,s206,12,
s476,s357,4,
s278,s264,16,
s55,s126,7,
s188,s435,2,
s153,s369,19,
s19,s471,11,
s353,s285,17,
s216,s296,9,
s308,s294,14,
s435,s72,2,
s282,s13,20,
s290,s352,17,
s152,s229,10,
s422,s176,14,
s318,s382,10,
s265,s362,11,
s259,s141,7,
s242,s333,6,
s90,s342,15,
s89,s83,12,
s69,s353,17,
s263,s30,8,
s63,s422,14,
s102,s477,15,
s66,s496,11,
s2,s161,10,
s355,s283,12,
s282,s224,11,
s247,s496,15,
s269,s246,10,
s375,s361,10,
s454,s431,1,
s261,s428,19,
s137,s228,9,
s243,s11,1,
s109,s12,11,
s410,s176,12,
s345,s247,19,
s355,s73,5,
s6,s243,7,
s17,s368,15,
s295,s289,10,
s31,s483,17,
s319,s101,9,
s309,s165,19,
s423,s210,13,
s425,s155,1,
s207,s296,13,
s14,s137,0,
s107,s21,5,
s194,s214,7,
s15,s284,16,
s407,s381,17,
s74,s244,11,
s388,s277,2,
s74,s386,6,
s20,s379,11,
s253,s428,5,
s44,s171,15,
s278,s125,1,
s457,s22,5,
s476,s126,0,
s81,s307,15,
s379,s327,4,
s264,s187,7,
s466,s302,14,
s235,s314,9,
s353,s360,11,
s157,s276,0,
s375,s351,19,
s157,s454,2,
s491,s137,19,
s191,s364,2,
s304,s114,3,
s111,s99,5,
s120,s393,7,
s14,s473,8,
s366,s160,12,
s304,s8,9,
s30,s177,14,
s356,s485,1,
s292,s215,14,
s478,s104,19,
s474,s450,5,
s389,s195,17,
s430,s289,5,
s383,s299,17,
s386,s172,5,
s345,s343,8,
s467,s497,6,
s58,s398,14,
s363,s494,7,
s305,s122,8,
s290,s339,18,
s392,s214,13,
s306,s30,8,
s125,s340,7,
s242,s404,3,
s437,s176,16,
s242,s279,13,
s241,s456,19,
s373,s311,0,
s460,s460,17,
s329,s99,20,
s90,s26,7,
s466,s78,9,
s238,s85,9,
s79,s342,11,
s72,s188,15,
s59,s380,14,
s466,s321,7,
s161,s159,16,
s227,s386,2,
s90,s56,14,
s440,s394,20,
s87,s210,8,
s235,s293,0,
s421,s67,7,
s336,s443,8,
s109,s372,20,
s465,s146,7,
s388,s280,5,
s171,s141,20,
s408,s456,2,
s116,s20,6,
s170,s246,15,
s428,s402,13,
s260,s178,5,
s57,s24,3,
s392,s314,0,
s39,s369,16,
s427,s114,0,
s227,s437,4,
s59,s191,15,
s395,s189,19,
s348,s295,1,
s90,s286,18,
s30,s422,9,
s6,s93,19,
s226,s243,8,
s227,s367,4,
s64,s248,19,
s272,s276,13,
s309,s79,2,
s54,s425,0,
s95,s359,6,
s121,s488,11,
s199,s288,5,
s449,s452,14,
s337,s280,3,
s180,s489,13,
s200,s296,10,
s261,s466,0,
s137,s317,18,
s161,s336,4,
s39,s206,13,
s414,s199,17,
s358,s401,11,
s394,s128,9,
s297,s218,15,
s358,s152,3,
s497,s10,18,
s466,s429,1,
s424,s221,0,
s495,s191,19,
s120,s91,8,
s366,s251,2,
s305,s366,5,
s96,s280,11,
s15,s474,19,
s434,s18,8,
s492,s133,15,
s243,s297,2,
s95,s446,13,
s9,s27,7,
s389,s90,0,
s101,s352,13,
s381,s69,18,
s65,s340,14,
s320,s286,19,
s258,s242,13,
s91,s463,2,
s194,s170,6,
s106,s109,8,
s223,s261,11,
s413,s423,18,
s457,s447,19,
s39,s212,20,
s290,s363,0,
s492,s18,2,
s293,s267,11,
s176,s322,6,
s86,s294,11,
s263,s33,6,
s30,s171,16,
s413,s187,13,
s212,s257,16,
s14,s236,4,
s182,s390,15,
s448,s308,6,
s222,s492,10,
s313,s498,9,
s446,s237,1,
s133,s42,10,
s379,s259,2,
s417,s404,12,
s493,s5,5,
s458,s2,3,
s188,s216,20,
s348,s482,14,
s48,s229,14,
s63,s94,2,
s198,s239,12,
s114,s424,13,
s314,s73,18,
s176,s323,2,
s473,s433,19,
s44,s283,12,
s363,s129,7,
s39,s167,14,
s201,s258,16,
s274,s124,10,
s421,s143,2,
s349,s241,16,
s256,s388,11,
s456,s118,8,
s387,s417,19,
s354,s148,4,
s187,s11,13,
s183,s300,0,
s210,s144,1,
s432,s289,18,
s98,s438,18,
s404,s333,5,
s77,s474,9,
s108,s122,11,
s496,s273,15,
s154,s53,8,
s293,s99,12,
s327,s236,15,
s404,s142,19,
s206,s65,11,
s378,s206,10,
s105,s340,4,
s75,s246,13,
s364,s139,3,
s421,s258,15,
s281,s366,4,
s182,s272,19,
s387,s384,20,
s123,s152,15,
s73,s278,18,
s367,s169,9,
s440,s467,11,
s255,s197,13,
s349,s117,18,
s424,s436,20,
s267,s283,15,
s261,s5,14,
s223,s41,15,
s276,s190,2,
s455,s161,1,
s11,s179,9,
s485,s109,13,
s83,s458,1,
s365,s264,4,
s461,s400,6,
s119,s472,18,
s165,s98,13,
s402,s386,10,
s28,s159,3,
s93,s292,8,
s151,s64,14,
s497,s383,1,
s347,s236,6,
s172,s3,7,
s119,s324,8,
s195,s433,7,
s267,s445,19,
s354,s441,16,
s486,s204,3,
s476,s11,20,
s461,s322,18,
s164,s334,0,
s231,s259,4,
s316,s452,4,
s207,s128,0,
s48,s24,17,
s78,s56,3,
s85,s389,6,
s391,s316,3,
s416,s5,5,
s226,s325,14,
s140,s458,18,
s140,s162,12,
s424,s407,1,
s401,s68,0,
s363,s178,1,
s352,s333,7,
s417,s8,5,
s207,s238,9,
s96,s461,5,
s274,s375,18,
s143,s121,9,
s487,s192,18,
s88,s264,20,
s218,s370,12,
s122,s191,18,
s210,s392,7,
s252,s172,16,
s291,s471,15,
s342,s314,10,
s233,s376,15,
s182,s116,15,
s273,s412,16,
s320,s198,4,
s378,s365,9,
s284,s281,12,
s71,s140,15,
s353,s439,10,
s130,s34,16,
s149,s372,8,
s31,s469,4,
s421,s76,20,
s486,s69,12,
s53,s263,3,
s486,s313,10,
s29,s53,12,
s452,s12,3,
s354,s400,2,
s475,s31,1,
s218,s147,20,
s178,s386,9,
s126,s324,19,
s100,s87,19,
s22,s357,16,
s235,s496,13,
s392,s240,13,
s277,s250,17,
s277,s257,14,
s58,s159,8,
s283,s250,15,
s225,s371,14,
s78,s308,6,
s255,s223,13,
s494,s450,10,
s330,s441,19,
s473,s318,4,
s376,s346,10,
s374,s80,8,
s345,s69,0,
s388,s423,19,
s440,s456,10,
s455,s411,18,
s144,s198,7,
s194,s87,15,
s132,s226,2,
s137,s268,0,
s367,s77,18,
s307,s278,2,
s185,s467,18,
s487,s370,8,
s150,s111,4,
s370,s368,3,
s338,s202,18,
s438,s37,1,
s114,s205,14,
s125,s219,14,
s3,s78,14,
s491,s210,0,
s74,s454,12,
s323,s300,2,
s85,s144,16,
s391,s226,0,
s141,s65,6,
s305,s10,17,
s364,s55,13,
s194,s191,0,
s102,s106,0,
s227,s223,11,
s264,s275,18,
s291,s184,6,
s105,s444,16,
s407,s478,5,
s369,s81,11,
s103,s451,8,
s413,s489,3,
s83,s93,12,
s19,s207,3,
s201,s78,10,
s338,s205,14,
s119,s161,8,
s386,s55,0,
s132,s291,2,
s273,s81,3,
s49,s315,7,
s162,s33,20,
s188,s146,5,
s291,s431,8,
s421,s258,2,
s423,s245,19,
s263,s490,18,
s75,s419,18,
s402,s140,11,
s427,s28,6,
s498,s52,6,
s176,s429,20,
s28,s286,13,
s357,s51,3,
s40,s208,0,
s472,s272,15,
s238,s196,17,
s99,s443,5,
s482,s481,19,
s474,s40,3,
s387,s41,8,
s248,s436,20,
s338,s263,20,
s343,s51,5,
s28,s159,5,
s316,s365,12,
s428,s463,15,
s76,s481,19,
s356,s491,0,
s37,s369,7,
s367,s333,14,
s44,s340,13,
s99,s389,11,
s298,s27,12,
s202,s478,1,
s463,s312,7,
s370,s284,6,
s87,s224,16,
s316,s142,8,
s386,s205,11,
s68,s438,11,
s138,s186,11,
s474,s424,14,
s14,s320,15,
s75,s230,3,
s257,s431,8,
s375,s132,12,
s279,s457,19,
s106,s458,8,
s140,s60,18,
s282,s147,5,
s212,s17,4,
s258,s124,16,
s29,s483,12,
s383,s29,10,
s483,s400,17,
s421,s280,1,
s331,s79,12,
s232,s189,19,
s136,s117,10,
s19,s381,5,
s452,s485,10,
s468,s237,0,
s343,s342,20,
s48,s226,15,
s160,s425,6,
s266,s169,11,
s326,s381,8,
s443,s27,12,
s116,s241,14,
s384,s104,8,
s184,s32,18,
