from,to,weight,type
s1848,s642,2,
s1570,s1384,8,
s1865,s246,10,
s1328,s1125,7,
s1087,s887,1,
s1465,s1725,4,
s1101,s388,9,
s1335,s905,9,
s650,s343,2,
s372,s1839,6,
s445,s925,8,
s1532,s756,6,
s1796,s937,10,
s736,s1900,1,
s930,s569,1,
s1724,s892,6,
s972,s625,7,
s1126,s1313,0,
s1495,s1003,2,
s937,s1282,8,
s241,s1526,4,
s753,s883,7,
s560,s456,10,
s859,s953,2,
s1874,s1388,4,
s369,s882,5,
s1468,s705,10,
s667,s1035,4,
s1768,s356,9,
s1174,s1283,2,
s513,s1493,4,
s738,s1729,7,
s1337,s328,1,
s384,s63,1,
s1482,s104,8,
s1542,s1940,9,
s1379,s1931,4,
s1691,s101,7,
s1543,s263,0,
s1181,s1069,6,
s794,s1446,7,
s144,s1840,3,
s1098,s629,0,
s1026,s574,3,
s1015,s886,0,
s525,s1053,5,
s1650,s327,3,
s750,s498,9,
s358,s1032,1,
s526,s52,6,
s333,s1698,7,
s1737,s608,5,
s723,s1007,3,
s1245,s1272,8,
s1879,s831,0,
s566,s1039,3,
s1769,s1029,0,
s476,s1126,9,
s705,s573,5,
s277,s943,7,
s1952,s294,1,
s1084,s1920,4,
s1176,s1756,2,
s153,s428,3,
s1914,s708,10,
s173,s653,10,
s1772,s657,8,
s707,s1895,0,
s226,s411,8,
s781,s406,10,
s706,s316,1,
s975,s1516,6,
s744,s1597,0,
s661,s1318,10,
s1950,s1775,9,
s355,s1234,1,
s660,s560,3,
s1654,s1494,6,
s1912,s1569,9,
s719,s1370,5,
s877,s1980,5,
s155,s1819,2,
s1026,s1640,3,
s693,s1855,2,
s1518,s489,10,
s608,s357,9,
s1051,s1564,2,
s1442,s1230,0,
s78,s1037,0,
s87,s1406,1,
s1180,s48,10,
s670,s474,8,
s1745,s956,1,
s275,s309,10,
s1253,s132,6,
s1303,s375,9,
s1575,s1969,10,
s181,s1565,6,
s1451,s685,1,
s834,s713,8,
s504,s722,4,
s635,s1358,5,
s632,s14,1,
s1833,s1089,10,
s609,s905,6,
s225,s1006,8,
s567,s1031,0,
s489,s444,4,
s1095,s357,6,
s1751,s84,0,
s962,s354,2,
s1883,s928,0,
s863,s54,0,
s1481,s483,6,
s770,s823,3,
s1275,s1867,2,
s190,s1952,2,
s85,s966,9,
s346,s717,1,
s1181,s1041,2,
s1499,s544,7,
s863,s21,2,
s681,s1832,5,
s980,s362,9,
s1030,s1827,10,
s392,s1244,1,
s419,s858,6,
s1333,s702,3,
s764,s1469,1,
s1060,s1947,7,
s1490,s857,4,
s401,s1191,5,
s257,s1709,7,
s706,s1639,7,
s582,s1496,3,
s1736,s1113,1,
s562,s1477,9,
s1934,s995,9,
s1727,s522,8,
s1937,s1736,3,
s109,s1696,2,
s219,s451,9,
s987,s184,5,
s830,s1263,5,
s1174,s1541,9,
s260,s1831,4,
s1064,s1131,8,
s1333,s336,5,
s896,s545,4,
s1561,s1943,3,
s1327,s205,10,
s1554,s245,7,
s1453,s554,2,
s862,s1240,1,
s899,s1057,10,
s1825,s1722,4,
s764,s118,2,
s1334,s1122,3,
s30,s1882,7,
s1,s93,5,
s725,s82,8,
s1462,s196,7,
s1934,s993,0,
s938,s955,8,
s538,s1126,1,
s926,s606,9,
s857,s808,2,
s1783,s592,7,
s1077,s1519,7,
s1162,s1810,2,
s1858,s83,6,
s342,s1827,4,
s929,s445,4,
s46,s1984,1,
s783,s718,8,
s453,s1363,5,
s1631,s196,7,
s504,s867,4,
s993,s81,7,
s848,s1002,6,
s1887,s1799,9,
s167,s804,4,
s103,s936,3,
s94,s757,0,
s1504,s1462,1,
s993,s1298,6,
s775,s566,10,
s434,s118,3,
s221,s945,1,
s586,s1155,10,
s1490,s17,10,
s1893,s31,9,
s1517,s1309,6,
s935,s1395,2,
s411,s1840,5,
s410,s578,6,
s879,s443,2,
s826,s847,4,
s604,s1881,4,
s962,s1921,4,
s1847,s657,3,
s528,s838,4,
s1485,s159,9,
s550,s647,9,
s1472,s233,2,
s413,s1349,9,
s1946,s1856,4,
s1611,s1578,7,
s326,s990,0,
s1505,s1956,9,
s824,s1109,5,
s1080,s758,10,
s88,s158,6,
s1468,s1928,5,
s1420,s1657,4,
s780,s367,5,
s656,s1153,2,
s1460,s751,4,
s1425,s852,4,
s131,s1978,7,
s1624,s1792,3,
s1471,s1851,4,
s1755,s537,3,
s1440,s1136,9,
s562,s953,5,
s19,s1653,0,
s789,s1763,0,
s396,s105,9,
s1162,s56,4,
s1858,s550,6,
s1803,s1911,9,
s773,s1641,9,
s1300,s456,3,
s188,s1484,10,
s476,s682,8,
s827,s1858,3,
s1125,s63,2,
s1332,s350,7,
s1656,s986,1,
s1500,s1534,1,
s775,s96,2,
s1243,s229,4,
s1899,s914,6,
s377,s495,3,
s918,s770,10,
s1043,s1761,10,
s11,s1230,6,
s856,s1052,9,
s585,s1351,0,
s1091,s1804,10,
s476,s246,10,
s1312,s1170,2,
s791,s944,2,
s1954,s1270,1,
s533,s1984,2,
s1355,s1694,5,
s1310,s1204,8,
s519,s1013,0,
s951,s757,8,
s1006,s1115,10,
s186,s1079,2,
s148,s1135,10,
s402,s1485,1,
s13,s52,0,
s1144,s1808,4,
s921,s1103,1,
s1307,s831,3,
s18,s31,0,
s1820,s1003,7,
s974,s313,2,
s1526,s1704,0,
s1365,s1595,6,
s1118,s598,7,
s1779,s1971,5,
s1668,s868,3,
s1502,s337,10,
s1781,s240,4,
s537,s1305,0,
s193,s1090,10,
s1950,s1499,5,
s1799,s68,5,
s1371,s564,9,
s1637,s1673,7,
s1492,s1099,8,
s470,s1963,9,
s1918,s896,8,
s381,s576,5,
s340,s99,3,
s1279,s1400,6,
s29,s783,10,
s1293,s1507,2,
s1114,s1316,5,
s728,s1670,4,
s1257,s342,8,
s1037,s457,10,
s597,s813,4,
s1166,s916,10,
s1477,s1419,7,
s1589,s1834,5,
s151,s794,1,
s1458,s1402,7,
s200,s1041,2,
s1390,s1238,4,
s209,s15,9,
s471,s460,2,
s1987,s137,10,
s1951,s200,2,
s100,s728,0,
s1746,s643,2,
s697,s222,0,
s1545,s785,10,
s1435,s1382,10,
s918,s1251,7,
s646,s1107,1,
s23,s1640,1,
s1436,s1552,2,
s1697,s384,4,
s1088,s1060,5,
s494,s1719,2,
s1638,s1851,1,
s671,s1090,9,
s418,s1456,9,
s933,s233,3,
s813,s672,3,
s738,s1920,0,
s1983,s231,10,
s1272,s1622,8,
s1417,s1633,6,
s820,s162,3,
s1179,s77,8,
s1687,s536,2,
s214,s1631,2,
s98,s7,9,
s1661,s1954,1,
s926,s1216,3,
s316,s548,3,
s606,s1613,3,
s152,s387,10,
s1529,s58,5,
s903,s144,9,
s1112,s151,7,
s400,s106,3,
s1423,s871,2,
s681,s74,10,
s49,s1825,7,
s209,s118,5,
s1424,s144,3,
s1764,s1421,3,
s69,s312,0,
s612,s560,3,
s820,s1231,8,
s13,s1636,4,
s603,s1182,7,
s434,s1027,5,
s1929,s577,0,
s947,s1003,1,
s308,s929,3,
s1458,s1102,4,
s704,s384,7,
s182,s716,4,
s5,s1204,5,
s1511,s1024,4,
s1117,s117,4,
s794,s475,8,
s1561,s670,3,
s698,s1911,0,
s1153,s914,0,
s1715,s1190,0,
s431,s726,5,
s14,s606,3,
s1950,s405,10,
s1315,s1829,5,
s948,s441,8,
s202,s890,8,
s1439,s1824,7,
s263,s306,0,
s1878,s170,8,
s1977,s393,3,
s618,s237,5,
s936,s1230,7,
s157,s321,10,
s229,s1359,0,
s1259,s614,4,
s294,s664,9,
s1920,s439,7,
s1209,s37,6,
s869,s1530,5,
s1208,s177,2,
s889,s1990,0,
s445,s454,2,
s528,s339,5,
s822,s889,8,
s1228,s1559,0,
s1653,s624,0,
s386,s1932,6,
s2000,s136,3,
s850,s955,8,
s442,s862,3,
s355,s312,8,
s1744,s435,10,
s1573,s1091,8,
s338,s1990,10,
s378,s630,4,
s979,s1988,4,
s865,s371,8,
s1282,s666,6,
s661,s1848,9,
s1694,s1899,7,
s143,s1978,0,
s504,s1975,3,
s1633,s378,10,
s660,s1071,3,
s1430,s70,10,
s1215,s1836,8,
s255,s630,4,
s1404,s1923,5,
s1720,s203,8,
s836,s1361,7,
s1175,s142,3,
s1911,s1071,1,
s653,s1818,6,
s1021,s1629,7,
s564,s1083,7,
s759,s1477,1,
s726,s1174,8,
s769,s1658,1,
s1507,s1338,7,
s612,s1220,1,
s1818,s683,7,
s1322,s417,0,
s1649,s1630,7,
s513,s1349,8,
s46,s64,9,
s622,s1861,2,
s8,s40,0,
s1541,s647,1,
s987,s675,8,
s1508,s1334,7,
s1950,s459,8,
s364,s1265,1,
s1593,s1917,10,
s364,s44,5,
s706,s691,5,
s1843,s1404,9,
s779,s211,1,
s95,s1476,0,
s476,s1741,6,
s299,s1155,0,
s15,s1268,10,
s541,s595,3,
s1465,s633,2,
s1389,s1472,9,
s1612,s1193,7,
s1965,s541,10,
s392,s1940,6,
s1269,s684,3,
s960,s831,7,
s1895,s1050,4,
s1003,s506,10,
s850,s1946,6,
s1227,s24,9,
s1701,s1309,1,
s1317,s1264,0,
s978,s1528,4,
s548,s1992,0,
s463,s169,7,
s1173,s888,9,
s627,s204,8,
s1471,s1973,8,
s1246,s1674,8,
s1252,s725,9,
s1228,s512,3,
s865,s318,3,
s1631,s1844,6,
s1881,s709,6,
s1506,s1025,4,
s1385,s325,8,
s1649,s100,0,
s1295,s1446,4,
s1871,s802,5,
s803,s399,8,
s993,s1208,6,
s999,s1128,8,
s6,s752,9,
s659,s480,7,
s1242,s1044,9,
s1704,s618,6,
s298,s905,4,
s1364,s1484,4,
s451,s427,0,
s1591,s761,0,
s1206,s1046,6,
s948,s833,10,
s1272,s478,2,
s1037,s1610,5,
s797,s170,0,
s740,s329,8,
s1058,s1006,7,
s604,s817,6,
s1433,s414,3,
s553,s1923,1,
s41,s1074,1,
s389,s818,8,
s170,s675,5,
s353,s1306,7,
s607,s1308,5,
s1666,s1372,9,
s829,s139,9,
s1947,s1782,10,
s1872,s886,4,
s1410,s364,9,
s1461,s508,2,
s1375,s1832,1,
s93,s1451,2,
s367,s295,8,
s1198,s75,4,
s1422,s1370,9,
s1968,s380,7,
s1472,s137,3,
s1316,s777,4,
s1775,s1674,0,
s1777,s1817,8,
s355,s258,8,
s779,s1908,3,
s782,s575,0,
s1950,s1985,4,
s275,s1881,2,
s1056,s1957,0,
s1083,s1949,10,
s465,s47,10,
s1498,s1376,7,
s1125,s473,4,
s979,s875,5,
s243,s1369,5,
s1852,s1870,1,
s835,s1606,9,
s438,s1021,5,
s774,s128,10,
s920,s163,0,
s736,s1893,7,
s1901,s292,7,
s232,s1479,6,
s163,s1805,9,
s1576,s1646,7,
s1471,s1114,5,
s1947,s505,10,
s298,s913,10,
s1136,s541,8,
s504,s211,7,
s1690,s1266,6,
s109,s1741,0,
s383,s391,7,
s1869,s453,4,
s461,s1472,4,
s1947,s946,8,
s606,s1217,0,
s1895,s1504,10,
s1620,s608,5,
s1877,s1271,1,
s278,s885,7,
s1475,s529,3,
s1961,s1720,4,
s1387,s1936,1,
s834,s1193,2,
s859,s185,10,
s1608,s1005,3,
s389,s1957,0,
s1474,s231,6,
s1276,s339,2,
s1570,s1466,6,
s1208,s742,4,
s38,s1131,2,
s1948,s1243,10,
s695,s1459,4,
s285,s548,6,
s740,s516,10,
s1950,s402,0,
s745,s1101,5,
s551,s1586,0,
s1306,s754,0,
s1373,s391,8,
s1396,s1714,8,
s1721,s802,10,
s901,s1952,3,
s1978,s1208,2,
s1283,s1533,5,
s522,s1700,2,
s971,s1079,4,
s763,s79,3,
s1398,s1511,1,
s174,s1953,3,
s1548,s791,2,
s57,s128,3,
s391,s518,10,
s346,s750,9,
s1179,s1675,10,
s1229,s1143,4,
s1427,s1417,10,
s1788,s1219,8,
s1971,s1920,0,
s1775,s39,10,
s1277,s1769,1,
s1325,s178,9,
s525,s201,0,
s1731,s1094,1,
s278,s21,6,
s1564,s1117,5,
s86,s1802,10,
s1786,s572,10,
s993,s195,6,
s800,s792,0,
s1814,s1271,5,
s1338,s771,1,
s539,s1240,5,
s1842,s1044,9,
s116,s192,4,
s1346,s1601,6,
s1599,s60,2,
s1165,s1205,7,
s1117,s932,8,
s1589,s216,8,
s799,s1652,4,
s283,s179,0,
s220,s759,9,
s329,s1608,5,
s773,s1700,4,
s1940,s1173,10,
s1149,s1369,8,
s52,s579,6,
s113,s552,0,
s78,s1924,0,
s1474,s1774,7,
s1194,s823,3,
s917,s614,4,
s644,s1379,8,
s127,s1627,10,
s1663,s736,2,
s628,s379,9,
s1021,s787,0,
s73,s587,5,
s573,s900,2,
s769,s1880,10,
s1842,s1772,10,
s1265,s230,6,
s1690,s1873,10,
s26,s704,9,
s1603,s1648,4,
s1175,s1283,3,
s1632,s970,3,
s1453,s1960,1,
s1695,s1009,8,
s1890,s467,9,
s321,s1608,0,
s1243,s658,7,
s1926,s1562,5,
s740,s401,0,
s1022,s179,4,
s1857,s254,4,
s1221,s82,2,
s1219,s881,3,
s1052,s1656,8,
s1133,s631,10,
s53,s852,5,
s908,s428,0,
s1691,s125,6,
s837,s1263,10,
s41,s196,3,
s1049,s1246,2,
s1899,s904,9,
s874,s1536,1,
s810,s1156,3,
s1065,s1924,7,
s532,s614,7,
s627,s119,0,
s1625,s1308,2,
s662,s573,5,
s249,s256,3,
s286,s886,4,
s792,s1504,7,
s234,s916,0,
s914,s1632,2,
s1017,s1693,4,
s1149,s563,8,
s1828,s576,7,
s1244,s810,8,
s1239,s989,6,
s1037,s112,3,
s1216,s960,4,
s1238,s1678,1,
s1109,s1473,7,
s1225,s1937,3,
s171,s622,1,
s34,s290,4,
s756,s674,9,
s1167,s1088,10,
s796,s119,2,
s205,s21,7,
s184,s1008,4,
s119,s418,0,
s790,s204,7,
s1923,s1783,7,
s919,s1855,8,
s289,s1963,1,
s1570,s721,0,
s1804,s493,1,
s1525,s1597,0,
s880,s1444,6,
s1875,s1271,4,
s708,s857,1,
s115,s805,9,
s1709,s337,0,
s890,s1952,3,
s1411,s1759,6,
s1056,s759,2,
s1107,s551,6,
s192,s23,10,
s1281,s1994,7,
s127,s1680,5,
s1402,s754,9,
s1226,s769,1,
s1388,s325,2,
s1231,s41,1,
s395,s317,4,
s271,s796,8,
s1921,s638,10,
s1313,s214,0,
s1671,s1426,1,
s558,s459,1,
s683,s1341,0,
s732,s692,8,
s188,s504,2,
s595,s611,0,
s228,s555,10,
s244,s1286,7,
s1805,s68,0,
s1985,s1181,2,
s1103,s806,9,
s402,s1925,5,
s884,s735,10,
s834,s16,10,
s22,s474,5,
s612,s555,5,
s735,s1695,1,
s1538,s274,2,
s1470,s1090,3,
s1884,s1315,2,
s1452,s1386,10,
s1682,s356,3,
s1356,s820,3,
s1982,s1848,6,
s571,s1245,8,
s800,s160,10,
s699,s739,9,
s234,s128,8,
s1463,s178,5,
s1452,s1943,5,
s101,s1735,3,
s1809,s1197,0,
s1545,s1431,10,
s1822,s1747,1,
s371,s511,5,
s1932,s1319,10,
s1585,s915,0,
s573,s1566,5,
s1785,s1151,1,
s448,s1503,6,
s1242,s1739,4,
s1521,s453,4,
s154,s1997,3,
s773,s1019,2,
s112,s1754,9,
s1296,s1461,4,
s380,s750,10,
s1182,s1154,7,
s1160,s1863,4,
s174,s232,9,
s576,s1990,2,
s298,s1277,6,
s406,s216,1,
s549,s563,0,
s1578,s789,0,
s1840,s1762,10,
s1803,s1675,0,
s621,s1912,1,
s1937,s374,2,
s913,s1429,0,
s1595,s45,3,
s1726,s460,2,
s619,s153,2,
s1695,s1412,7,
s737,s1276,6,
s1209,s364,6,
s1375,s617,8,
s84,s1605,3,
s1189,s350,2,
s350,s137,2,
s1247,s511,9,
s709,s712,1,
s1700,s1628,7,
s1822,s532,9,
s1945,s1598,5,
s988,s540,2,
s1490,s224,5,
s1689,s1856,8,
s385,s753,1,
s1212,s1048,1,
s1494,s515,6,
s1770,s395,4,
s374,s1575,10,
s1126,s1904,10,
s1098,s524,3,
s1703,s785,10,
s1479,s1192,5,
s1138,s1688,2,
s502,s1626,7,
s110,s1398,8,
s1272,s1384,10,
s1666,s897,4,
s1409,s1274,0,
s1777,s677,0,
s542,s624,2,
s1992,s1286,9,
s1243,s1707,8,
s1482,s514,10,
s1340,s245,2,
s160,s1915,1,
s1378,s6,10,
s1458,s256,1,
s305,s1768,9,
s1919,s587,0,
s983,s579,5,
s1413,s1191,4,
s759,s1301,4,
s1842,s1683,3,
s532,s1486,7,
s1704,s175,2,
s226,s1072,0,
s1947,s1271,9,
s452,s368,0,
s627,s74,8,
s1658,s129,7,
s29,s520,10,
s1591,s1058,6,
s1794,s1529,5,
s1261,s601,0,
s304,s775,1,
s121,s660,7,
s29,s1781,7,
s77,s1750,6,
s1752,s1954,3,
s85,s1492,0,
s1792,s1920,3,
s1067,s1161,3,
s40,s689,9,
s148,s673,8,
s1470,s752,6,
s358,s1727,1,
s315,s773,9,
s644,s614,5,
s87,s1023,9,
s299,s1701,1,
s1867,s1893,0,
s351,s364,5,
s593,s346,5,
s1570,s1549,6,
s1506,s557,2,
s450,s928,3,
s1499,s940,6,
s1242,s1142,9,
s134,s540,8,
s590,s331,0,
s1524,s1455,7,
s681,s1168,5,
s1161,s1250,3,
s151,s1351,0,
s3,s311,6,
s1035,s1365,0,
s85,s875,3,
s894,s247,5,
s264,s802,3,
s1517,s1579,7,
s1775,s708,4,
s1701,s519,5,
s473,s824,3,
s797,s719,1,
s1130,s1200,0,
s855,s203,10,
s703,s1107,9,
s393,s1637,5,
s1411,s478,10,
s1257,s91,0,
s23,s1523,0,
s634,s530,4,
s965,s1874,3,
s713,s787,8,
s1758,s393,10,
s725,s1347,8,
s1466,s501,6,
s1545,s817,1,
s1228,s1525,2,
s1125,s1631,4,
s121,s1971,2,
s1568,s350,2,
s329,s1431,2,
s367,s1215,8,
s328,s1113,0,
s438,s1511,2,
s565,s487,3,
s938,s231,3,
s158,s656,8,
s275,s301,2,
s1531,s1913,6,
s354,s1269,4,
s386,s673,2,
s123,s1409,3,
s38,s521,4,
s1169,s1134,6,
s1770,s1694,0,
s1519,s403,2,
s1179,s38,6,
s465,s1025,1,
s1235,s354,8,
s43,s1505,8,
s671,s214,5,
s1274,s1852,7,
s1032,s1742,4,
s1152,s1348,8,
s280,s1503,2,
s827,s1123,6,
s1173,s232,4,
s741,s1213,9,
s840,s933,2,
s688,s631,6,
s546,s1592,1,
s167,s119,1,
s1759,s1053,8,
s1416,s1228,3,
s756,s377,9,
s306,s1901,3,
s182,s693,0,
s1976,s1275,0,
s1046,s402,5,
s1267,s1396,0,
s1552,s166,2,
s1673,s718,4,
s911,s296,2,
s1011,s75,5,
s707,s847,9,
s1234,s307,4,
s1941,s105,6,
s730,s1719,5,
s1486,s935,3,
s474,s160,6,
s1127,s510,6,
s455,s227,3,
s91,s1558,3,
s325,s686,10,
s1328,s405,1,
s1247,s1291,9,
s940,s425,0,
s674,s681,4,
s543,s1745,5,
s1298,s1041,9,
s1610,s1865,6,
s1094,s91,3,
s1227,s1191,1,
s1709,s64,5,
s1057,s910,2,
s95,s656,6,
s1066,s1807,5,
s501,s854,9,
s576,s13,3,
s304,s1773,2,
s154,s1581,7,
s1866,s1367,6,
s1525,s1636,8,
s1406,s995,10,
s897,s610,10,
s1563,s1236,10,
s366,s1878,5,
s812,s233,2,
s519,s1659,10,
s1795,s545,2,
s290,s208,9,
s544,s302,1,
s1675,s1821,3,
s1752,s941,6,
s279,s30,7,
s1481,s612,5,
s346,s1698,0,
s308,s1140,10,
s1493,s946,7,
s436,s336,5,
s1748,s988,3,
s779,s313,10,
s1824,s1803,1,
s1475,s294,3,
s192,s844,9,
s464,s1143,2,
s715,s1430,6,
s1218,s586,3,
s1751,s742,10,
s1931,s973,4,
s1696,s1276,4,
s1423,s1562,7,
s758,s44,10,
s1924,s385,1,
s1989,s1952,4,
s1068,s112,7,
s1236,s1229,3,
s1229,s693,4,
s1921,s155,7,
s780,s892,9,
s43,s1537,8,
s1815,s1215,3,
s69,s1165,7,
s1006,s1495,9,
s1979,s1835,1,
s651,s780,6,
s1710,s1482,2,
s1954,s1002,7,
s1794,s579,0,
s171,s1803,10,
s271,s1511,3,
s974,s1253,8,
s1327,s534,1,
s1548,s736,3,
s900,s1497,9,
s1844,s212,1,
s1966,s1779,0,
s987,s1142,4,
s1465,s1568,2,
s140,s805,0,
s1845,s1851,5,
s594,s1247,0,
s1842,s1725,8,
s1584,s45,4,
s276,s813,4,
s781,s1632,8,
s44,s357,6,
s1361,s897,9,
s1620,s1301,6,
s1845,s877,0,
s1385,s1160,4,
s1837,s1560,4,
s766,s600,2,
s176,s1227,9,
s434,s1835,1,
s850,s1638,9,
s1987,s197,6,
s204,s780,10,
s1773,s1079,9,
s267,s1356,1,
s1283,s98,3,
s206,s461,3,
s1622,s1204,9,
s1436,s372,3,
s1006,s890,4,
s1523,s66,0,
s371,s813,10,
s853,s1922,4,
s1280,s1383,8,
s1738,s1915,0,
s1016,s1017,9,
s1848,s524,1,
s1282,s1529,0,
s596,s1383,4,
s1602,s652,9,
s1680,s1394,5,
s1635,s1435,5,
s1601,s655,3,
s1975,s1344,8,
s1976,s1217,8,
s509,s1844,5,
s1073,s485,1,
s354,s1083,5,
s171,s1386,1,
s1339,s346,3,
s668,s259,9,
s1237,s326,0,
s214,s56,5,
s1935,s1526,2,
s438,s1000,3,
s1984,s1519,4,
s544,s551,3,
s1082,s1933,9,
s122,s1188,1,
s551,s1828,8,
s1706,s201,2,
s1772,s1588,5,
s282,s844,1,
s1065,s1061,6,
s145,s411,8,
s1107,s438,7,
s1513,s177,0,
s243,s1149,2,
s1300,s812,1,
s617,s1325,10,
s1197,s1026,10,
s363,s629,7,
s1066,s1750,5,
s365,s1169,2,
s365,s330,2,
s1217,s301,7,
s972,s1821,4,
s971,s1769,0,
s75,s1980,7,
s1208,s1183,5,
s1971,s109,5,
s1966,s836,8,
s69,s1826,7,
s443,s1322,3,
s296,s1033,4,
s971,s155,5,
s1526,s780,8,
s1107,s656,8,
s1710,s1783,10,
s994,s990,4,
s156,s253,0,
s621,s117,10,
s900,s1055,4,
s1717,s81,4,
s14,s1930,5,
s561,s1484,8,
s852,s395,2,
s467,s138,1,
s980,s643,6,
s758,s424,9,
s250,s1137,9,
s1733,s82,4,
s171,s364,2,
s634,s532,6,
s1274,s852,2,
s1150,s508,2,
s1212,s156,9,
s678,s1079,10,
s1547,s1009,2,
s906,s1501,0,
s159,s1772,5,
s950,s496,7,
s817,s1325,2,
s1013,s1490,5,
s1881,s851,8,
s367,s226,6,
s2,s917,0,
s180,s1279,10,
s1175,s1494,8,
s1634,s1396,0,
s720,s886,5,
s1064,s162,4,
s351,s1797,5,
s1765,s1568,5,
s1062,s1716,5,
s197,s300,7,
s1354,s311,7,
s617,s1422,10,
s794,s1470,9,
s443,s753,3,
s680,s271,3,
s654,s293,0,
s1463,s1271,5,
s1092,s1444,1,
s248,s1264,2,
s1883,s629,10,
s717,s1080,5,
s3,s1576,4,
s905,s803,10,
s1459,s155,9,
s479,s1385,1,
s790,s1358,1,
s826,s1185,8,
s346,s1514,6,
s512,s1431,3,
s1721,s367,5,
s1843,s4,9,
s1389,s1739,2,
s17,s248,6,
s1844,s1839,4,
s1383,s543,3,
s1464,s889,8,
s1410,s594,10,
s1223,s678,6,
s287,s182,2,
s1929,s532,4,
s1500,s1698,1,
s232,s1378,7,
s411,s768,3,
s731,s520,9,
s1952,s1441,10,
s1975,s1365,7,
s1183,s1536,8,
s1382,s864,6,
s935,s841,4,
s1489,s1616,6,
s240,s282,1,
s186,s1701,4,
s334,s926,9,
s936,s402,1,
