from,to,weight,type
s832,s106,146,
s1875,s229,136,
s1926,s1303,37,
s1509,s400,45,
s391,s1466,101,
s1545,s1839,147,
s1969,s1135,145,
s1229,s265,113,
s176,s1403,13,
s627,s1512,42,
s892,s251,32,
s390,s1886,78,
s938,s1759,88,
s963,s1870,58,
s109,s1633,105,
s435,s1918,9,
s123,s1561,89,
s102,s237,29,
s1056,s1204,102,
s748,s293,20,
s1165,s502,1,
s800,s325,26,
s1902,s1058,97,
s23,s88,94,
s1885,s1312,92,
s1793,s589,136,
s845,s1475,137,
s1928,s166,26,
s311,s677,83,
s1193,s555,95,
s930,s741,112,
s1841,s1023,137,
s632,s941,25,
s430,s874,106,
s551,s1997,133,
s1470,s1356,26,
s1865,s961,17,
s1846,s959,117,
s1443,s719,40,
s143,s1699,67,
s44,s1744,78,
s1655,s258,67,
s13,s870,114,
s241,s1677,56,
s526,s1795,34,
s19,s1325,115,
s1028,s71,32,
s863,s1854,115,
s1632,s904,110,
s1434,s1755,18,
s823,s647,63,
s1274,s1608,121,
s1386,s212,141,
s1503,s1159,10,
s340,s740,4,
s800,s772,117,
s182,s1274,114,
s1955,s1046,50,
s1831,s345,4,
s1425,s838,144,
s1821,s1266,114,
s1048,s507,115,
s1833,s50,135,
s1733,s1413,26,
s1273,s1547,27,
s1685,s1983,24,
s907,s471,86,
s578,s844,124,
s736,s1673,36,
s1265,s834,51,
s277,s1070,28,
s1427,s760,21,
s1681,s1122,145,
s1891,s1546,127,
s439,s1056,126,
s330,s118,82,
s1573,s1659,101,
s1148,s1118,21,
s1395,s1669,143,
s622,s881,142,
s60,s1080,7,
s47,s1142,41,
s750,s1124,9,
s1641,s1565,47,
s1737,s1913,29,
s449,s1801,17,
s874,s314,103,
s1857,s1562,107,
s1589,s1080,24,
s386,s988,112,
s8,s611,75,
s1294,s1440,122,
s356,s1815,66,
s1174,s844,141,
s583,s238,103,
s1875,s1308,150,
s319,s1312,4,
s37,s799,11,
s252,s1474,44,
s143,s1005,97,
s39,s653,110,
s133,s1428,98,
s165,s150,101,
s675,s485,97,
s409,s1422,117,
s1905,s876,93,
s1286,s342,74,
s879,s151,121,
s859,s417,1,
s778,s237,144,
s423,s1337,27,
s1982,s1186,53,
s667,s1989,26,
s1427,s1450,29,
s240,s1319,65,
s182,s832,141,
s263,s287,144,
s1475,s1337,90,
s1850,s1664,77,
s1300,s678,15,
s437,s598,102,
s747,s506,119,
s1612,s1967,143,
s1021,s351,33,
s57,s1202,104,
s750,s616,42,
s759,s1045,127,
s664,s991,106,
s486,s55,148,
s8,s1831,28,
s646,s1273,125,
s1007,s825,101,
s778,s1401,71,
s1999,s65,47,
s1693,s437,137,
s1005,s1174,131,
s321,s256,0,
s366,s197,66,
s1045,s1347,55,
s762,s1403,16,
s685,s356,95,
s968,s1653,134,
s10,s1758,120,
s1850,s1726,104,
s776,s266,131,
s961,s1828,146,
s1370,s461,99,
s1244,s1517,62,
s432,s484,142,
s1872,s802,136,
s130,s466,143,
s1208,s179,134,
s84,s783,72,
s344,s1245,19,
s318,s1865,91,
s1032,s1295,86,
s712,s207,56,
s1309,s1708,94,
s5,s931,10,
s799,s747,38,
s1145,s14,120,
s1403,s1842,70,
s1270,s729,149,
s991,s510,82,
s1254,s953,138,
s1675,s932,40,
s1755,s1797,103,
s1453,s1286,40,
s374,s596,5,
s1830,s112,25,
s161,s1076,77,
s1752,s1327,78,
s87,s1453,120,
s163,s1892,16,
s906,s1872,47,
s431,s544,49,
s321,s1204,9,
s1525,s143,7,
s583,s930,142,
s185,s1760,142,
s30,s595,2,
s229,s1839,22,
s1645,s1308,128,
s86,s1517,56,
s685,s1969,62,
s1478,s1343,150,
s107,s300,86,
s1451,s205,72,
s1051,s568,123,
s1583,s884,133,
s509,s1044,51,
s1428,s1579,9,
s1638,s1375,57,
s619,s1708,32,
s984,s46,109,
s747,s359,53,
s1831,s1402,115,
s643,s1547,130,
s42,s1460,81,
s1389,s674,64,
s34,s1270,83,
s357,s442,26,
s1558,s837,117,
s964,s205,116,
s1812,s1626,42,
s726,s1749,82,
s1569,s1995,9,
s1928,s438,148,
s1888,s1567,6,
s315,s1912,61,
s1941,s1857,95,
s1175,s1334,93,
s1887,s728,126,
s477,s1870,51,
s967,s1226,67,
s332,s1329,21,
s187,s1638,57,
s1121,s751,149,
s1406,s1125,13,
s1908,s227,36,
s1232,s1483,42,
s447,s908,145,
s1851,s324,148,
s1892,s588,42,
s1879,s1431,36,
s786,s850,15,
s1048,s1234,7,
s350,s352,45,
s855,s887,42,
s710,s1536,25,
s695,s892,51,
s1739,s294,2,
s1922,s497,145,
s1032,s846,54,
s111,s961,112,
s1228,s3,49,
s1328,s1493,63,
s1438,s1875,48,
s845,s1387,1,
s753,s234,56,
s1955,s167,110,
s1247,s778,37,
s573,s1191,98,
s1283,s1978,9,
s1295,s1792,66,
s917,s553,82,
s524,s1704,78,
s613,s1627,95,
s236,s1514,70,
s1110,s1222,2,
s1508,s655,123,
s1405,s591,44,
s1635,s1475,31,
s1337,s544,44,
s747,s1439,113,
s1705,s122,70,
s778,s593,55,
s558,s527,19,
s321,s724,95,
s1958,s6,25,
s1429,s76,144,
s62,s496,76,
s572,s587,121,
s674,s717,109,
s1762,s1954,4,
s137,s1912,109,
s441,s1204,24,
s1530,s619,147,
s536,s77,31,
s1478,s1164,146,
s857,s572,128,
s950,s1416,106,
s1268,s1319,12,
s29,s1409,131,
s398,s271,31,
s904,s1688,73,
s1017,s406,122,
s984,s1949,89,
s1993,s850,125,
s1373,s695,49,
s1530,s603,137,
s1727,s578,48,
s1321,s1526,34,
s1491,s1388,126,
s1550,s1820,4,
s762,s924,109,
s586,s1025,119,
s497,s1232,122,
s1705,s1082,121,
s1241,s1951,58,
s1216,s638,46,
s1069,s1283,91,
s730,s1878,101,
s1928,s1704,30,
s550,s1052,62,
s463,s1844,85,
s1101,s341,145,
s1461,s1717,91,
s224,s187,142,
s443,s1267,19,
s567,s75,110,
s1851,s1514,128,
s1601,s106,86,
s1364,s1902,26,
s1360,s780,90,
s81,s1354,21,
s738,s758,105,
s820,s1020,150,
s1481,s358,70,
s1699,s1255,105,
s1464,s628,72,
s1745,s160,118,
s99,s835,0,
s41,s463,98,
s41,s200,148,
s658,s918,59,
s1824,s1347,133,
s878,s1388,4,
s1619,s886,87,
s1128,s907,99,
s721,s703,134,
s817,s79,106,
s704,s1612,45,
s576,s1669,39,
s1492,s528,69,
s831,s1954,112,
s1922,s1946,40,
s1980,s1639,39,
s625,s1238,125,
s1145,s1680,89,
s415,s34,110,
s1642,s1734,81,
s1641,s797,118,
s1817,s1530,70,
s1170,s1393,63,
s726,s1269,73,
s1619,s914,130,
s1479,s1328,20,
s1910,s1719,9,
s529,s66,31,
s1260,s61,142,
s1377,s417,116,
s199,s1675,104,
s380,s1235,42,
s785,s559,114,
s929,s840,89,
s1103,s1231,51,
s1926,s825,77,
s578,s1731,147,
s1216,s156,127,
s1058,s1850,99,
s1112,s1255,87,
s558,s1418,134,
s64,s923,46,
s1854,s1468,37,
s1290,s1703,109,
s271,s1670,85,
s607,s315,7,
s1227,s243,45,
s840,s417,135,
s713,s592,41,
s1599,s1654,143,
s1475,s1940,142,
s1093,s1009,111,
s491,s190,114,
s762,s1656,121,
s1558,s1597,49,
s1192,s1500,31,
s729,s1861,33,
s1115,s96,52,
s1013,s831,41,
s764,s502,46,
s845,s1253,57,
s447,s680,64,
s209,s353,91,
s1002,s188,17,
s1889,s1339,80,
s1313,s569,149,
s1816,s727,98,
s1658,s977,90,
s882,s872,100,
s237,s1655,28,
s1955,s105,58,
s1231,s1519,135,
s892,s1719,73,
s1108,s1614,23,
s886,s599,8,
s201,s1140,37,
s1269,s1348,9,
s374,s1135,0,
s1949,s66,68,
s1772,s1695,110,
s1648,s1313,99,
s677,s1010,124,
s600,s829,57,
s806,s1662,136,
s824,s1690,102,
s157,s352,112,
s1867,s1306,96,
s982,s1405,12,
s1374,s417,97,
s1753,s133,21,
s1277,s1625,25,
s321,s1125,36,
s360,s1836,131,
s1288,s952,136,
s1074,s563,37,
s1527,s518,102,
s319,s115,49,
s39,s1551,82,
s1215,s1165,132,
s971,s971,105,
s92,s766,35,
s512,s795,70,
s450,s1023,83,
s1736,s1345,85,
s839,s500,97,
s71,s1508,49,
s996,s507,68,
s1447,s299,56,
s373,s1159,0,
s1325,s1594,62,
s1828,s258,48,
s389,s589,28,
s1076,s787,81,
s21,s1552,144,
s153,s219,61,
s618,s650,57,
s77,s1134,83,
s684,s894,58,
s140,s1348,56,
s1933,s1269,48,
s14,s1617,83,
s1117,s955,108,
s423,s1906,97,
s1900,s1641,63,
s1402,s1118,9,
s233,s1564,94,
s1478,s1437,108,
s240,s126,34,
s711,s802,29,
s957,s1541,75,
s1601,s1852,14,
s1317,s1713,65,
s75,s1106,81,
s198,s834,135,
s1803,s760,145,
s1503,s1462,87,
s91,s363,40,
s375,s153,39,
s995,s1876,71,
s545,s1189,42,
s616,s1498,150,
s179,s583,148,
s1036,s97,72,
s736,s534,16,
s1103,s211,64,
s557,s1133,21,
s1331,s183,91,
s301,s834,113,
s21,s709,130,
s179,s622,67,
s1781,s248,127,
s1560,s1536,131,
s277,s146,127,
s1891,s1455,46,
s482,s1270,1,
s968,s1952,85,
s1038,s1429,75,
s830,s450,83,
s442,s268,79,
s848,s480,34,
s949,s1253,29,
s241,s1464,72,
s1002,s1105,16,
s1012,s1761,144,
s1227,s1135,29,
s730,s201,92,
s1035,s1808,125,
s1377,s797,121,
s867,s793,44,
s863,s1722,117,
s2000,s1437,83,
s515,s895,5,
s220,s1785,24,
s865,s1892,111,
s434,s154,87,
s328,s1207,18,
s655,s28,149,
s1751,s1332,31,
s194,s1759,6,
s1819,s897,74,
s956,s27,58,
s47,s460,94,
s370,s832,101,
s1108,s761,79,
s1310,s1984,145,
s1511,s1196,136,
s968,s384,113,
s339,s501,8,
s1121,s511,13,
s1026,s1301,33,
s1624,s1898,2,
s355,s71,90,
s596,s120,69,
s1373,s1875,79,
s1909,s312,8,
s179,s678,8,
s1145,s1010,92,
s921,s317,12,
s813,s676,27,
s1753,s528,37,
s1453,s1354,75,
s1034,s1011,11,
s246,s147,86,
s201,s278,95,
s413,s1265,112,
s870,s1532,92,
s1633,s121,2,
s1578,s59,43,
s414,s700,82,
s1889,s66,107,
s1185,s447,6,
s143,s1043,24,
s351,s1069,20,
s1996,s291,4,
s1999,s649,40,
s1739,s1501,19,
s1159,s231,21,
s1446,s1903,39,
s566,s668,72,
s951,s1540,59,
s110,s1079,65,
s1154,s1312,114,
s158,s1940,15,
s630,s1984,62,
s1602,s375,1,
s959,s866,20,
s351,s1356,21,
s512,s428,34,
s1776,s1637,110,
s462,s248,34,
s1485,s1294,26,
s1171,s1275,114,
s1715,s1561,131,
s518,s479,100,
s1826,s1681,90,
s1774,s325,122,
s517,s1596,18,
s747,s1738,47,
s84,s842,44,
s112,s1408,125,
s1481,s877,147,
s5,s386,34,
s653,s626,66,
s1510,s1108,26,
s1882,s357,86,
s901,s1441,88,
s121,s1663,104,
s491,s759,79,
s1098,s931,98,
s1930,s1187,49,
s71,s199,36,
s240,s394,29,
s322,s1178,40,
s297,s97,48,
s1719,s1991,4,
s1268,s1990,78,
s1098,s1918,55,
s1858,s642,77,
s884,s985,33,
s981,s1807,129,
s1244,s1670,67,
s294,s727,130,
s1175,s1835,37,
s1036,s1244,25,
s1747,s916,90,
s1774,s1578,149,
s848,s468,70,
s1151,s423,120,
s1779,s1321,32,
s543,s43,68,
s1033,s841,6,
s72,s431,33,
s1564,s796,128,
s1425,s208,39,
s1505,s1541,73,
s364,s672,32,
s1159,s897,16,
s1175,s769,54,
s1802,s815,139,
s1071,s596,102,
s53,s1663,32,
s1712,s484,10,
s1000,s1901,18,
s1900,s1169,52,
s520,s1346,112,
s403,s1586,96,
s1071,s781,55,
s969,s758,106,
s711,s712,18,
s1249,s126,142,
s1919,s652,97,
s607,s1371,86,
s1562,s1456,124,
s268,s1814,120,
s1559,s1735,37,
s1583,s1837,148,
s1543,s1829,88,
s1854,s881,22,
s1755,s1463,13,
s648,s1098,108,
s96,s1409,73,
s1724,s1852,141,
s1787,s114,103,
s654,s1783,37,
s419,s133,18,
s1072,s1753,133,
s1402,s1955,30,
s669,s292,10,
s1508,s1565,107,
s1613,s334,15,
s144,s323,90,
s996,s1776,85,
s1154,s728,79,
s1252,s1455,101,
s645,s313,8,
s389,s359,86,
s396,s1165,117,
s781,s1104,9,
s1794,s1092,19,
s97,s940,94,
s1606,s1954,39,
s1802,s834,56,
s1565,s369,3,
s345,s109,66,
s534,s1664,147,
s1085,s401,54,
s649,s1535,70,
s200,s1882,52,
s1452,s1545,108,
s802,s607,54,
s1296,s1927,91,
s1717,s794,3,
s554,s450,59,
s958,s1847,90,
s1559,s1713,125,
s1388,s754,74,
s1642,s1779,140,
s29,s41,123,
s1604,s153,51,
s1797,s1914,30,
s1837,s1331,120,
s1971,s805,86,
s214,s40,7,
s1477,s1927,13,
s1790,s618,126,
s115,s239,9,
s89,s407,2,
s1560,s759,34,
s987,s391,46,
s691,s727,66,
s892,s1078,22,
s1753,s1076,54,
s52,s952,66,
s1048,s427,136,
s618,s259,146,
s1681,s256,74,
s618,s160,107,
s933,s1715,67,
s890,s573,89,
s883,s1568,87,
s606,s12,85,
s533,s1728,55,
s667,s239,51,
s993,s1345,81,
s1565,s1398,39,
s834,s1609,17,
s1271,s706,35,
s96,s1405,132,
s60,s1491,140,
s1526,s858,59,
s427,s1075,116,
s671,s1824,113,
s797,s1409,61,
s1095,s1842,2,
s792,s603,135,
s1982,s1092,138,
s1205,s1968,98,
s743,s657,141,
s305,s164,66,
s1905,s924,83,
s32,s1210,97,
s320,s163,132,
s938,s1713,70,
s140,s25,123,
s1531,s614,1,
s694,s101,106,
s1953,s718,6,
s577,s207,21,
s100,s862,130,
s1823,s1834,16,
s1924,s799,80,
s637,s1915,17,
s1289,s745,119,
s1525,s641,105,
s1640,s1068,64,
s650,s332,72,
s692,s540,97,
s756,s1246,19,
s345,s817,83,
s261,s1843,68,
s1015,s881,141,
s166,s842,134,
s1578,s204,94,
s1416,s417,32,
s96,s930,75,
s882,s226,90,
s818,s1574,145,
s843,s851,45,
s1235,s1096,86,
s1853,s192,4,
s169,s604,149,
s620,s1429,20,
s215,s404,96,
s449,s1920,2,
s982,s159,4,
s1334,s1160,95,
s1144,s423,149,
s1442,s1083,127,
s1071,s1216,97,
s134,s1112,106,
s624,s1430,69,
s855,s1025,82,
s1493,s1247,36,
s1825,s679,135,
s1065,s1646,25,
s93,s1469,127,
s290,s1578,65,
s298,s120,27,
s1147,s141,39,
s1263,s994,106,
s1223,s442,91,
s1096,s1874,48,
s1701,s1801,130,
s585,s1509,110,
s750,s1424,100,
s1740,s1913,96,
s1859,s787,90,
s867,s1663,129,
s1168,s503,90,
s664,s130,120,
s1428,s1068,24,
s1618,s1400,134,
s1372,s282,85,
s180,s1467,103,
s1053,s1440,140,
s1905,s698,46,
s1118,s1150,64,
s755,s492,130,
s679,s841,117,
s1847,s1321,50,
s96,s1106,135,
s1420,s23,10,
s1273,s1154,66,
s1770,s99,124,
s56,s411,50,
s1003,s255,27,
s1066,s565,11,
s441,s1009,38,
s1413,s1284,79,
s845,s944,113,
s1966,s727,41,
s175,s1185,144,
s1103,s457,63,
s1843,s147,126,
s996,s775,7,
s651,s1270,22,
s626,s1388,76,
s471,s436,53,
s561,s1710,73,
s1459,s1637,23,
s431,s1560,74,
s2,s1515,134,
s116,s1065,147,
s1520,s1862,148,
s423,s891,83,
s87,s1323,37,
s366,s123,29,
s413,s13,134,
s749,s1481,141,
s1280,s1154,71,
s788,s838,127,
s337,s1739,45,
s1871,s739,99,
s1486,s374,52,
s315,s176,32,
s1076,s413,122,
s1785,s93,111,
s408,s16,131,
s520,s250,118,
s341,s584,48,
s1007,s710,99,
s609,s112,70,
s1211,s213,20,
s273,s182,8,
s460,s1882,138,
s1476,s1573,146,
s286,s1654,144,
s552,s697,88,
s1203,s1147,26,
s532,s1087,58,
s1239,s865,44,
s625,s290,19,
s1194,s1095,127,
s788,s1675,112,
s574,s1163,101,
s949,s1446,21,
s262,s1914,81,
s1119,s610,92,
s932,s879,38,
s1473,s1989,42,
s1807,s731,91,
s168,s1222,44,
s1019,s1099,28,
s572,s574,45,
s1977,s1628,86,
s26,s674,94,
s307,s891,3,
s1520,s60,126,
s1876,s803,28,
s738,s1590,24,
s143,s1563,25,
s1117,s430,20,
s970,s525,56,
s321,s532,1,
s843,s1619,131,
s1041,s1631,47,
s794,s1561,32,
s1110,s1042,127,
s1952,s788,33,
s907,s1899,100,
s285,s762,44,
s1888,s196,48,
s1216,s680,121,
s1575,s1633,28,
s1149,s1470,136,
s1563,s877,99,
s1728,s1517,35,
s1867,s1282,70,
s1428,s1444,12,
s1816,s1994,7,
s494,s842,37,
s391,s957,122,
s1201,s1346,78,
s280,s244,130,
s1175,s1763,98,
s1252,s1982,115,
s1914,s1756,2,
s1210,s1576,122,
s748,s96,115,
s1435,s58,128,
s1158,s631,98,
s1319,s684,121,
s1290,s1475,20,
s1853,s528,31,
s1282,s645,72,
s152,s424,78,
s876,s1278,122,
s650,s1319,106,
s1398,s1235,100,
s38,s1543,76,
s391,s1355,145,
s1938,s775,124,
s1532,s245,109,
s55,s945,119,
s1992,s1133,126,
s721,s446,149,
s1412,s1355,7,
s1970,s718,94,
s1588,s973,35,
s1056,s648,85,
s1198,s1812,150,
s1360,s1185,75,
s341,s1624,125,
s238,s243,130,
s925,s1289,48,
s1290,s1943,135,
s774,s1835,20,
s1381,s1430,79,
s429,s396,48,
s651,s339,74,
s1043,s1321,132,
s16,s1908,137,
s793,s615,99,
s371,s1039,97,
s1991,s1821,86,
s1665,s890,0,
s645,s1113,76,
s1987,s121,76,
s1305,s561,139,
s9,s1113,86,
s1098,s162,66,
s367,s1167,126,
s1037,s567,92,
s1896,s921,85,
s331,s55,132,
s581,s1681,83,
s1820,s1342,3,
s1116,s676,131,
s843,s1577,33,
s1301,s1898,126,
s888,s901,49,
s303,s1092,33,
s976,s1863,110,
s1841,s754,140,
s87,s643,27,
s2000,s625,117,
s929,s60,111,
s716,s1147,69,
s1954,s1488,88,
s1867,s1250,87,
s1423,s779,123,
s472,s1439,147,
s883,s612,101,
s587,s1158,56,
s1579,s285,86,
s1472,s1034,111,
s1072,s486,2,
s789,s774,61,
s1645,s837,138,
s1133,s161,80,
s15,s1400,60,
s1049,s1570,79,
s100,s1475,147,
s333,s1447,106,
s1343,s742,140,
s1497,s1246,53,
s630,s877,69,
s966,s1008,20,
s327,s1302,100,
s499,s1649,69,
s1934,s1443,98,
s896,s796,0,
s966,s1985,106,
s1347,s1041,55,
s1189,s1097,24,
s120,s1625,10,
s1488,s1577,21,
s1369,s1636,89,
s1639,s1526,72,
s938,s542,117,
s1417,s268,142,
s690,s1790,129,
s956,s867,9,
s687,s1384,34,
s360,s973,87,
s858,s316,80,
s967,s407,118,
s1212,s1371,116,
s1538,s1321,116,
s549,s66,14,
s854,s1271,25,
s564,s1310,110,
s953,s975,3,
s1079,s687,113,
s1967,s1506,128,
s1996,s1307,52,
s232,s1122,64,
s1841,s1218,28,
s1835,s834,120,
s1381,s410,144,
s885,s114,3,
s1427,s831,7,
s921,s503,35,
s815,s209,121,
s923,s591,111,
s1834,s1435,79,
s1850,s1269,101,
s481,s1939,77,
s1386,s1285,42,
s1382,s425,84,
s1133,s1285,18,
s1806,s826,133,
s517,s1963,124,
s294,s1671,33,
s1871,s560,146,
s1386,s1690,6,
s671,s366,146,
s582,s610,103,
s1993,s1200,111,
s82,s460,22,
s505,s404,105,
s974,s282,108,
s877,s1480,74,
s1538,s683,25,
s739,s899,103,
s670,s490,59,
s407,s1196,79,
