from,to,weight,type
s227,s28,2,
s144,s262,0,
s138,s128,3,
s242,s202,3,
s178,s293,1,
s225,s239,1,
s33,s51,3,
s42,s221,1,
s112,s248,1,
s237,s205,1,
s246,s74,0,
s146,s74,3,
s153,s140,3,
s151,s253,2,
s171,s201,0,
s160,s73,3,
s297,s181,3,
s282,s207,2,
s219,s66,1,
s19,s29,1,
s82,s144,0,
s164,s74,1,
s3,s58,3,
s160,s36,3,
s287,s152,0,
s109,s226,0,
s203,s37,0,
s110,s65,1,
s244,s142,0,
s274,s27,1,
s202,s242,0,
s37,s289,1,
s48,s289,2,
s31,s130,3,
s132,s36,0,
s36,s131,2,
s66,s239,3,
s227,s62,2,
s74,s192,3,
s190,s12,3,
s4,s19,2,
s175,s136,0,
s225,s23,2,
s85,s91,1,
s60,s49,3,
s90,s170,2,
s168,s263,1,
s239,s59,2,
s77,s107,0,
s96,s133,1,
s264,s122,0,
s258,s223,2,
s185,s290,2,
s189,s237,3,
s225,s32,0,
s230,s291,0,
s75,s197,3,
s113,s250,0,
s18,s235,2,
s112,s232,3,
s56,s226,0,
s11,s149,0,
s62,s120,3,
s278,s215,1,
s97,s164,2,
s224,s82,1,
s258,s180,1,
s75,s100,1,
s216,s133,3,
s106,s184,0,
s209,s65,1,
s58,s242,3,
s220,s129,0,
s97,s120,0,
s239,s144,2,
s63,s143,2,
s7,s251,3,
s273,s219,2,
s82,s148,1,
s282,s145,0,
s254,s203,2,
s282,s218,1,
s38,s241,3,
s263,s103,3,
s29,s202,0,
s73,s45,3,
s214,s147,1,
s31,s270,0,
s109,s219,1,
s20,s91,1,
s261,s105,0,
s261,s229,2,
s98,s186,1,
s266,s261,1,
s100,s163,1,
s133,s124,3,
s174,s31,3,
s38,s67,1,
s288,s88,3,
s282,s262,3,
s172,s157,1,
s162,s180,3,
s240,s1,0,
s178,s150,0,
s11,s38,3,
s264,s299,2,
s27,s11,0,
s173,s290,2,
s70,s123,3,
s203,s193,2,
s148,s15,3,
s191,s272,1,
s181,s192,1,
s183,s142,0,
s130,s70,0,
s223,s273,0,
s35,s82,1,
s296,s80,3,
s39,s55,1,
s153,s125,0,
s164,s137,1,
s42,s102,3,
s62,s165,1,
s283,s10,3,
s290,s18,0,
s24,s293,2,
s281,s190,0,
s88,s220,2,
s234,s26,1,
s249,s240,2,
s13,s161,1,
s245,s284,2,
s257,s196,1,
s135,s222,3,
s41,s177,3,
s126,s135,2,
s249,s20,1,
s199,s21,1,
s150,s198,0,
s230,s25,3,
s187,s98,2,
s50,s181,1,
s182,s118,2,
s195,s259,0,
s207,s3,0,
s228,s260,1,
s56,s145,0,
s185,s170,0,
s142,s55,3,
s187,s12,2,
s63,s169,0,
s289,s20,2,
s155,s219,1,
s170,s107,0,
s55,s106,2,
s26,s97,0,
s197,s162,1,
s223,s183,1,
s19,s86,1,
s76,s239,3,
s143,s116,1,
s191,s298,3,
s11,s89,0,
s137,s74,3,
s195,s118,2,
s242,s82,2,
s147,s104,2,
s245,s242,3,
s29,s189,2,
s19,s111,3,
s205,s260,3,
s26,s243,1,
s55,s198,1,
s262,s153,2,
s276,s238,2,
s38,s72,1,
s242,s167,3,
s153,s129,2,
s268,s174,2,
s13,s117,1,
s207,s281,0,
s288,s136,1,
s146,s93,1,
s187,s51,2,
s32,s198,1,
s281,s69,3,
s25,s48,2,
s106,s150,3,
s59,s249,1,
s165,s4,3,
s280,s119,1,
s25,s164,0,
s40,s209,3,
s274,s285,1,
s248,s142,0,
s77,s232,3,
s207,s39,0,
s66,s45,0,
s266,s87,2,
s117,s211,3,
s113,s101,1,
s232,s300,0,
s241,s297,0,
s54,s1,2,
s45,s8,1,
s125,s187,3,
s250,s38,3,
s64,s121,1,
s236,s129,1,
s277,s68,0,
s245,s285,0,
s72,s82,2,
s293,s252,0,
s129,s39,0,
s93,s122,3,
s231,s205,2,
s122,s53,1,
s183,s197,3,
s8,s287,3,
s288,s135,2,
s39,s169,2,
s185,s97,0,
s124,s32,3,
s135,s104,1,
s81,s162,3,
s186,s260,3,
s253,s163,3,
s210,s151,0,
s149,s39,0,
s190,s85,0,
s151,s218,0,
s264,s254,2,
s256,s211,0,
s250,s189,0,
s93,s145,3,
s101,s98,1,
s166,s172,3,
s273,s249,3,
s297,s300,1,
s141,s51,0,
s11,s152,1,
s145,s146,2,
s84,s250,1,
s58,s29,3,
s201,s27,2,
s149,s135,1,
s151,s126,1,
s273,s103,3,
s25,s281,2,
s27,s226,1,
s299,s39,0,
s243,s174,0,
s177,s112,2,
s159,s272,2,
s189,s58,0,
s21,s147,0,
s130,s226,1,
s289,s255,0,
s113,s287,2,
s255,s70,2,
s256,s209,1,
s72,s75,3,
s37,s57,3,
s268,s230,2,
s130,s151,3,
s80,s50,2,
s272,s157,2,
s55,s78,2,
s141,s133,3,
s60,s73,0,
s144,s89,2,
s228,s222,3,
s180,s300,3,
s61,s22,0,
s229,s238,3,
s213,s115,2,
s222,s184,3,
s20,s154,1,
s72,s18,3,
s177,s109,2,
s217,s229,2,
s170,s21,2,
s284,s237,3,
s300,s182,0,
s138,s279,2,
s275,s223,1,
s201,s192,1,
s269,s277,1,
s191,s157,0,
s21,s227,2,
s178,s57,0,
s201,s285,2,
s285,s155,1,
s112,s131,2,
s188,s155,1,
s283,s200,3,
s215,s118,2,
s3,s70,0,
s93,s251,3,
s249,s61,1,
s156,s253,3,
s40,s277,1,
s168,s236,1,
s235,s201,3,
s204,s213,3,
s260,s141,0,
s280,s87,0,
s32,s79,0,
s102,s10,0,
s250,s162,2,
s196,s5,3,
s178,s70,3,
s74,s25,1,
s276,s161,1,
s1,s143,1,
s110,s148,1,
s142,s22,3,
s282,s41,2,
s111,s75,0,
s73,s33,1,
s180,s240,3,
s86,s152,1,
s142,s50,0,
s158,s33,3,
s267,s220,3,
s212,s225,3,
s205,s80,2,
s26,s104,0,
s43,s19,2,
s98,s277,3,
s129,s205,0,
s47,s295,1,
s119,s71,3,
s220,s95,0,
s20,s218,0,
s16,s269,3,
s66,s185,1,
s47,s142,0,
s117,s155,1,
s208,s165,2,
s237,s268,3,
s12,s42,2,
s116,s237,3,
s38,s200,1,
s224,s106,0,
s44,s51,3,
s11,s239,3,
s122,s90,2,
s128,s258,1,
s114,s205,2,
s111,s3,3,
s255,s60,0,
s201,s290,1,
s46,s25,1,
s6,s39,3,
s97,s245,3,
s94,s67,2,
s129,s98,3,
s199,s278,3,
s209,s222,3,
s26,s246,3,
s262,s168,3,
s8,s10,1,
s131,s193,2,
s219,s294,1,
s104,s297,1,
s52,s191,0,
s269,s87,2,
s129,s13,3,
s250,s70,2,
s87,s145,0,
s259,s10,1,
s200,s236,2,
s144,s94,0,
s223,s147,1,
s183,s261,1,
s235,s43,2,
s111,s7,2,
s165,s280,1,
s255,s26,0,
s145,s89,0,
s241,s69,2,
s114,s236,2,
s157,s18,1,
s294,s172,0,
s151,s98,1,
s38,s293,1,
s247,s253,0,
s132,s253,2,
s284,s76,2,
s78,s259,3,
s8,s94,1,
s156,s104,1,
s195,s59,3,
s173,s282,1,
s184,s82,2,
s3,s284,1,
s89,s13,1,
s48,s170,3,
s108,s8,2,
s291,s247,0,
s216,s144,2,
s3,s150,0,
s253,s61,3,
s114,s188,3,
s152,s145,2,
s161,s2,3,
s83,s62,2,
s295,s137,0,
s137,s15,3,
s41,s262,2,
s89,s295,2,
s88,s219,1,
s190,s176,3,
s187,s93,1,
s217,s183,3,
s296,s133,0,
s77,s265,0,
s261,s87,0,
s150,s114,2,
s210,s187,3,
s228,s188,0,
s46,s164,3,
s47,s111,1,
s5,s289,1,
s264,s41,3,
s234,s81,2,
s47,s135,2,
s292,s263,2,
s165,s246,1,
s72,s28,2,
s146,s231,2,
s286,s42,3,
s230,s93,0,
s121,s224,1,
s116,s134,1,
s24,s93,0,
s75,s201,0,
s122,s231,3,
s148,s43,3,
s260,s39,0,
s209,s286,0,
s193,s17,1,
s105,s290,0,
s198,s134,0,
s289,s209,1,
s194,s43,0,
s281,s182,2,
s81,s214,0,
s102,s287,3,
s240,s149,1,
s214,s206,2,
s191,s71,3,
s53,s154,0,
s216,s292,2,
